property_id,price,beds,baths,size(sqft),cluster,latitude,longitude,dist_P (mi.),dist_S (mi.),dist_F (mi.),crime_rate(%),POPDEN2010 (per sq. mi.),features
M9569108532,649900,5,4,2600,1,39.944975,-74.073775,0.0854298215129135,0.2485370987633514,0.0841287073330948,12.836854866643574,3891,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9646697815,649900,4,3,2400,1,39.941411,-74.079105,0.334030762944974,0.3406628817762554,0.3177489629735439,12.836854866643574,3891,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9771687014,269900,2,2,1000,0,39.947867,-74.070867,0.3252744830085087,0.4058017467594738,0.3328761208236803,12.836854866643574,3891,single_story
M9813156099,399900,3,2,1800,1,39.937697,-74.078962,0.5049759659879571,0.5939747764354789,0.4964475183759625,12.836854866643574,3891,"garage_1_or_more, two_or_more_stories"
M9946815718,399900,6,3,2300,1,39.939161,-74.07539,0.3283613315339909,0.511328172290693,0.32661859681559,12.836854866643574,3891,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9973428574,274900,2,1,500,0,39.9374,-74.07405,0.4375946910575773,0.6495013908891178,0.4406932296914379,12.836854866643574,3891,single_story
M5016236307,199387,2,1,1103,0,40.107461,-74.209854,0.9739209476858128,0.7979231348882214,1.0769401418220652,2.183901855821117,3700,single_story
M5016683498,249000,3,2,1200,1,40.107953,-74.21005,1.005433183467658,0.8274047849454907,1.1102101571846217,2.183901855821117,3700,two_or_more_stories
M5017850942,399999,4,2,1738,1,40.072937,-74.246793,2.324285811229688,1.8154303513945265,1.0924167027923295,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5028010207,475000,4,2,1930,1,40.089213,-74.187588,1.4288101204074255,0.5659534664367889,0.7250589951832942,2.183901855821117,3700,"basement, two_or_more_stories"
M5028845618,599000,3,2,1952,0,40.077878,-74.255278,2.542176119544999,2.047837661556856,1.0399649372294772,2.183901855821117,3700,"garage_1_or_more, single_story"
M5035353736,329000,3,3,1400,1,40.069909,-74.223122,1.722154468434623,0.5109033942124809,0.7194581918079527,2.183901855821117,3700,"basement, two_or_more_stories"
M5055887270,120000,2,1,841,1,40.047738,-74.182264,3.585642904984604,2.17120806838854,0.8828439608475532,2.183901855821117,3700,two_or_more_stories
M5087041598,134000,2,1,982,0,40.04894,-74.189743,3.3358221301514,1.8146665846918757,0.4946453063311757,2.183901855821117,3700,"garage_1_or_more, single_story"
M5094606584,102500,2,1,1000,0,40.039643,-74.183414,4.061440415653024,2.5236289135372845,1.2028636030628828,2.183901855821117,3700,"garage_1_or_more, single_story"
M5100308273,156000,2,2,1246,0,40.035785,-74.184636,4.282019900844639,2.695323826629856,1.392007989115318,2.183901855821117,3700,"garage_1_or_more, single_story"
M5101592406,339900,2,2,1822,0,40.030343,-74.173979,4.860398423893933,3.346460034371478,2.025511870133077,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M5105562771,149900,2,1,982,0,40.035143,-74.187782,4.264435365823356,2.638655190847353,1.3610902151928987,2.183901855821117,3700,"garage_1_or_more, single_story"
M5143201373,189000,2,2,1614,0,40.042356,-74.167025,4.341034365080717,3.058565097474011,1.7933447905325937,2.183901855821117,3700,"garage_1_or_more, single_story"
M5145562366,429000,8,5,2526,1,40.068125,-74.219936,1.7956578183529393,0.3586469960742843,0.774379578193769,2.183901855821117,3700,"basement, two_or_more_stories"
M5151847072,159900,2,2,1176,0,40.041045,-74.17548,4.168870830597382,2.7537113118113346,1.4436115118514494,2.183901855821117,3700,single_story
M5157710024,464999,4,3,1896,1,40.06647,-74.227344,2.0251964490818515,0.7783984117397817,1.041745614777295,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5160455505,159000,2,2,1246,0,40.034132,-74.163094,4.93013931687399,3.5765981231070696,2.270976508863562,2.183901855821117,3700,"garage_1_or_more, single_story"
M5186539526,375000,3,2,1082,0,40.062674,-74.194255,2.3700270525399545,1.0768306376013623,0.6410777862402008,2.183901855821117,3700,single_story
M5208078597,169000,2,2,1140,0,40.089968,-74.217872,0.3585538749941541,0.4070623934348382,0.3920302147542092,2.183901855821117,3700,single_story
M5216333999,299000,6,4,2304,1,40.090109,-74.210117,0.2922950020623672,0.4891357389757024,0.1340685991590909,2.183901855821117,3700,"garage_1_or_more, two_or_more_stories"
M5217614064,349000,3,3,1500,1,40.097297,-74.202002,0.6609553789104743,0.249521947078441,0.3355686741085228,2.183901855821117,3700,"basement, garage_1_or_more, two_or_more_stories"
M5221993775,279000,2,2,1620,0,40.05762,-74.246208,3.068458828047069,1.9517132051899733,2.1248893651514584,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M5271618009,385000,3,2,1875,0,40.029685,-74.172413,4.939130127602804,3.436008953754436,2.11408017668157,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M5276388050,285000,2,2,1512,0,40.030642,-74.169416,4.957014485832947,3.4946626179071143,2.1715991953228126,2.183901855821117,3700,"garage_1_or_more, single_story"
M5283276655,499900,4,2,2476,1,40.094173,-74.203145,0.5485613472616966,0.2340243924160747,0.1830358955653873,2.183901855821117,3700,"basement, two_or_more_stories"
M5361070273,739000,3,4,2935,1,40.054815,-74.228651,2.806002630179944,1.244375518688398,1.7493109080013776,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5365812035,149900,2,1,897,0,40.109558,-74.207748,1.140699951409245,0.9725518026226988,1.2332002966857465,2.183901855821117,3700,single_story
M5436183891,530000,5,4,3035,1,40.102447,-74.216168,0.6326461709151379,0.4295723637555093,0.7792913684239964,2.183901855821117,3700,"basement, two_or_more_stories"
M5547553696,409000,4,3,2176,1,40.09059,-74.256081,2.3523481534337813,1.78743130882264,0.8202375271415603,2.183901855821117,3700,"basement, garage_1_or_more, two_or_more_stories"
M5582363296,178900,2,1,1000,0,40.042275,-74.180135,3.9736539737321626,2.510633729552828,1.1922439394547355,2.183901855821117,3700,"garage_1_or_more, single_story"
M5590385287,389900,3,3,2200,0,40.057324,-74.241375,2.9384881980559183,1.7167897738786069,2.0115619026364286,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M5634403762,629900,8,4,2900,1,40.06146,-74.222874,2.27956859972455,0.7009427987317348,1.2594186436290058,2.183901855821117,3700,"basement, two_or_more_stories"
M5647185584,525000,4,3,2373,1,40.10651,-74.228884,1.2373996239707272,0.9264067153765196,1.3999316958340535,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5707288549,850000,5,4,3700,0,40.083957,-74.208509,0.7117300761782379,0.904858672160921,0.5652067754976092,2.183901855821117,3700,"basement, single_story"
M5759739216,289900,2,2,1682,0,40.057837,-74.240583,2.8857347027110447,1.662703540406898,1.9563805303218185,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M5836580734,795000,5,4,3048,1,40.094193,-74.241758,1.5617293823648124,0.9924724351021916,0.4156598194522879,2.183901855821117,3700,"basement, garage_1_or_more, two_or_more_stories"
M5853205532,289900,4,1,1366,0,40.039622,-74.189428,3.942983374929872,2.329359401489054,1.0406091148691208,2.183901855821117,3700,"basement, single_story"
M5877668438,569000,4,2,2108,1,40.042732,-74.198331,3.6015582828014776,1.9048873791715,0.7540080618955372,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5904815530,439900,3,3,2390,1,40.04232,-74.162007,4.507513091859165,3.2878998425645523,2.0448392134958597,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5934268708,850000,9,6,4724,1,40.096421,-74.223414,0.5926752164253517,0.1842533662809871,0.7409804378068982,2.183901855821117,3700,"basement, two_or_more_stories"
M5946082012,680000,5,4,2276,1,40.055755,-74.197138,2.753471616301252,1.1965701339746946,0.1525236028594269,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5975708835,569000,5,3,4000,1,40.090205,-74.232526,1.08262818573055,0.5459528604983832,0.5028145985642475,2.183901855821117,3700,"garage_1_or_more, two_or_more_stories"
M6000429453,499000,8,4,2464,1,40.094947,-74.212395,0.1025441228567633,0.1414810822344656,0.2225713453141387,2.183901855821117,3700,"basement, two_or_more_stories"
M6042761545,79900,1,1,663,0,40.028118,-74.169793,5.100716267105749,3.611016005195434,2.2883669073467425,2.183901855821117,3700,single_story
M6059631737,650000,3,2,2384,1,40.105626,-74.239309,1.6514177782131012,1.1864555384540303,1.2092530314003715,2.183901855821117,3700,"basement, garage_1_or_more, two_or_more_stories"
M6149395763,315000,2,2,1901,0,40.059802,-74.240142,2.757778566793159,1.5886330661636687,1.840253072359244,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M6154075008,285000,2,2,1625,0,40.057559,-74.242128,2.946551177343691,1.747509701285639,2.0272548304401594,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M6169542300,649000,6,4,3000,1,40.096277,-74.164145,2.682898680668396,0.6466880869874544,0.4707010340082818,2.183901855821117,3700,"garage_1_or_more, two_or_more_stories"
M6184001486,475000,5,2,2328,1,40.09754,-74.165785,2.601254899089193,0.5221262127687583,0.3462579887855208,2.183901855821117,3700,two_or_more_stories
M6195074546,649000,3,3,1702,0,40.094343,-74.2405,1.49339149942596,0.9242170217115128,0.4281232921706691,2.183901855821117,3700,"basement, single_story"
M6258221945,290000,3,2,1388,1,40.088089,-74.22029,0.5435914439090037,0.4304145498455128,0.5653932225651894,2.183901855821117,3700,"basement, two_or_more_stories"
M6268082163,499000,5,3,2538,1,40.053798,-74.202663,2.804986525890845,1.1170076141469834,0.3286334392095205,2.183901855821117,3700,"basement, two_or_more_stories"
M6269297970,459000,5,3,2526,1,40.06826,-74.220508,1.7932665370332124,0.3852889303080116,0.772767421796472,2.183901855821117,3700,"basement, two_or_more_stories"
M6286227194,199999,2,3,1215,1,40.084811,-74.178888,1.967145776587113,1.128360074748126,0.7161930622993459,2.183901855821117,3700,two_or_more_stories
M6291737326,960000,8,2,2407,1,40.091056,-74.204377,0.5107241586639539,0.3881178106500536,0.2388962548035814,2.183901855821117,3700,"basement, garage_1_or_more, two_or_more_stories"
M6318839296,425000,8,3,2194,1,40.096214,-74.211831,0.1950613965344279,0.1300195668864119,0.3012625963318529,2.183901855821117,3700,"basement, two_or_more_stories"
M6322588205,619900,5,4,3214,1,40.074186,-74.221946,1.422227586618768,0.53550722404573,0.4374970064458084,2.183901855821117,3700,"basement, two_or_more_stories"
M6348237569,425000,2,3,2360,0,40.061301,-74.242644,2.748607727828692,1.6848762285356664,1.855726981469408,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6375136579,379000,5,3,2162,0,40.053702,-74.217501,2.762538573877336,1.0068964957368227,1.1384707795226996,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M6386640383,285000,3,3,1360,1,40.108698,-74.205759,1.1180355769664343,0.9147671620051676,1.1485430089391522,2.183901855821117,3700,two_or_more_stories
M6388242819,179900,2,3,1120,1,40.108532,-74.202779,1.1765705275181424,0.791757668642412,1.1072716167679086,2.183901855821117,3700,two_or_more_stories
M6409502076,389000,5,2,1882,1,40.11473,-74.254828,2.7022400325982847,2.236947478365725,1.9740102952936984,2.183901855821117,3700,two_or_more_stories
M6427800356,299000,4,2,1370,0,40.041825,-74.185641,3.875155036229229,2.330115690745542,1.0094761266288446,2.183901855821117,3700,single_story
M6527032376,505000,3,2,2980,1,40.053585,-74.233342,2.9721608184558344,1.4882984989525951,1.9761623329279767,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6536711555,499000,4,3,1835,1,40.097725,-74.159047,2.9685756807615147,0.8054595603730602,0.670943936734267,2.183901855821117,3700,two_or_more_stories
M6543557636,379000,3,2,1900,0,40.030532,-74.173252,4.866338332151478,3.3617945792714456,2.039828449428905,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M6569429830,185000,3,2,1477,0,40.100855,-74.161276,2.877127344372828,0.6102206438717144,0.5185242009416747,2.183901855821117,3700,single_story
M6598371130,369000,4,2,1792,0,40.095948,-74.165601,2.602079588676236,0.6152552021728193,0.4296141748665724,2.183901855821117,3700,"garage_1_or_more, single_story"
M6783126043,229000,2,1,773,0,40.068076,-74.217959,1.7799211452375674,0.2614932149527513,0.7616178606450721,2.183901855821117,3700,"basement, single_story"
M6787398144,309000,3,2,1500,1,40.071635,-74.218111,1.5388789171629438,0.2656179755884047,0.5182300276806833,2.183901855821117,3700,"basement, two_or_more_stories"
M6797534481,329000,2,2,2232,0,40.058526,-74.246338,3.0223642995094986,1.9367304678024189,2.063795395552229,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6807097674,395000,4,2,1713,1,40.081233,-74.229062,1.216775337611654,0.91418080765888,0.6831389546793137,2.183901855821117,3700,"garage_1_or_more, two_or_more_stories"
M6807550093,450000,3,3,2650,0,40.051832,-74.229084,3.009645661560778,1.4148271195164537,1.774965953820644,2.183901855821117,3700,"garage_1_or_more, single_story"
M6863217890,500000,3,3,2893,1,40.055747,-74.232584,2.8183189651227023,1.3613529947737415,1.8247783595806064,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6865371978,425000,3,3,1456,1,40.053281,-74.212718,2.7815315766386925,1.0037281906426565,0.8775270812068031,2.183901855821117,3700,"basement, garage_1_or_more, two_or_more_stories"
M6888555582,619900,5,4,3100,1,40.079878,-74.233822,1.4722261209306526,1.108551131315009,0.7055354118974828,2.183901855821117,3700,"basement, two_or_more_stories"
M6908188620,438000,3,3,2836,1,40.036244,-74.169195,4.628318173611041,3.230470094699037,1.9177605072722428,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6911836127,389000,3,3,2346,0,40.059083,-74.235961,2.6867741659922486,1.3976577183843495,1.7298694629501,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M6924073174,479999,3,3,2782,1,40.058994,-74.235141,2.67181402589904,1.3601507422321388,1.7082156592125366,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6928574648,890000,5,5,3558,1,40.055737,-74.218207,2.626427992457824,0.8836420330057642,1.1863728245979648,2.183901855821117,3700,"basement, garage_1_or_more, two_or_more_stories"
M6929553561,429000,5,2,2067,1,40.059507,-74.22708,2.471505702775365,0.9651317846078518,1.461420846243949,2.183901855821117,3700,"garage_1_or_more, two_or_more_stories"
M6968794598,419000,3,3,2196,0,40.059556,-74.240451,2.781144652135315,1.6103941561549284,1.8641810491023267,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M6973343182,118000,1,1,991,0,40.099906,-74.244717,1.7769820699510632,1.2291878897055015,0.8296816937485831,2.183901855821117,3700,"garage_1_or_more, single_story"
M6993094131,380000,6,3,2430,1,40.098448,-74.218238,0.4347552623050819,0.2612344382946899,0.5970015537377799,2.183901855821117,3700,"basement, two_or_more_stories"
M6997566044,235000,3,2,1240,1,40.108223,-74.207543,1.0552079558980765,0.8918171689447486,1.1440496079860594,2.183901855821117,3700,two_or_more_stories
M9004151251,125000,2,1,982,0,40.033733,-74.160903,5.020094169673222,3.685837617492589,2.3842501423382174,2.183901855821117,3700,"garage_1_or_more, single_story"
M9035524521,569900,5,4,3292,1,40.075554,-74.225217,1.4078400597787568,0.7368095031619759,0.5175514827667502,2.183901855821117,3700,"basement, two_or_more_stories"
M9055605138,619900,5,4,3100,1,40.079456,-74.232688,1.4448420033789935,1.1045994213799972,0.7660615096703909,2.183901855821117,3700,"basement, two_or_more_stories"
M9056291580,609900,5,4,3266,1,40.076207,-74.225411,1.373295902918516,0.77032369851981,0.5077025860519556,2.183901855821117,3700,"basement, two_or_more_stories"
M9072522012,569900,5,4,3292,1,40.075404,-74.224833,1.407384056123571,0.7135454329128122,0.504266301984031,2.183901855821117,3700,"basement, two_or_more_stories"
M9073122709,699900,5,4,3174,1,40.07807,-74.217133,1.0926774881171346,0.592605612919809,0.0713151018960108,2.183901855821117,3700,"basement, two_or_more_stories"
M9112658877,82000,1,1,668,0,40.041265,-74.183953,3.947133382337044,2.4191179866978523,1.0965884476017782,2.183901855821117,3700,single_story
M9115595873,80000,1,1,991,0,40.099906,-74.244717,1.7769820699510632,1.2291878897055015,0.8296816937485831,2.183901855821117,3700,"garage_1_or_more, single_story"
M9122507900,729900,5,4,3164,1,40.075296,-74.223568,1.384288830608735,0.651796408676545,0.4501992755021293,2.183901855821117,3700,"basement, two_or_more_stories"
M9126212894,65000,2,1,858,0,40.047133,-74.183741,3.5856811846426027,2.1374250632297134,0.8334344529385137,2.183901855821117,3700,single_story
M9147692872,649900,5,4,3100,1,40.079476,-74.232434,1.4337030669540658,1.0971927039381937,0.7736496115683834,2.183901855821117,3700,"basement, two_or_more_stories"
M9153473743,699900,5,4,3175,1,40.075301,-74.223611,1.3849394454727186,0.6539221455883135,0.4519151130164663,2.183901855821117,3700,"basement, two_or_more_stories"
M9167943741,569900,5,4,3090,1,40.078081,-74.225542,1.2657269711089736,0.8554010395079248,0.4795531022782325,2.183901855821117,3700,"basement, two_or_more_stories"
M9170915080,78000,1,1,663,0,40.051095,-74.185127,3.307826713134288,1.904628347197712,0.6520986922461823,2.183901855821117,3700,single_story
M9171858628,729900,5,4,3195,1,40.078054,-74.216883,1.091137821029467,0.5874559594554283,0.0707479647924581,2.183901855821117,3700,"basement, two_or_more_stories"
M9186142977,569900,5,4,3266,1,40.075751,-74.224981,1.3898095648856963,0.7332940372787701,0.4998247313478426,2.183901855821117,3700,"basement, two_or_more_stories"
M9203237737,229900,2,2,1608,0,40.037459,-74.165166,4.676487921181392,3.3429261398872514,2.047491330901768,2.183901855821117,3700,"garage_1_or_more, single_story"
M9206350573,569900,5,4,3292,1,40.075291,-74.224702,1.411133542894566,0.7033475640568677,0.5021110155733256,2.183901855821117,3700,"basement, two_or_more_stories"
M9208032451,135000,2,1,1000,0,40.049651,-74.187718,3.335091280273644,1.8598430824742571,0.5579437496211677,2.183901855821117,3700,"garage_1_or_more, single_story"
M9270392586,569900,5,4,3170,1,40.077227,-74.225521,1.3153390220801908,0.8168407447394279,0.4903794228830039,2.183901855821117,3700,"basement, two_or_more_stories"
M9284568901,118900,2,1,982,0,40.051038,-74.185943,3.290952937109385,1.8718199429531248,0.610341286580219,2.183901855821117,3700,"garage_1_or_more, single_story"
M9294191349,729900,5,4,3143,1,40.075291,-74.223524,1.3836196591533798,0.6496275980420908,0.4484450611045545,2.183901855821117,3700,"basement, two_or_more_stories"
M9296078494,150000,2,1,1232,0,40.035539,-74.188634,4.22362215988649,2.5912776120079624,1.3194360789433142,2.183901855821117,3700,"garage_1_or_more, single_story"
M9310153851,364900,3,2,2020,0,40.035202,-74.177305,4.479445221505948,2.972982732988209,1.650287714970394,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M9315460111,215000,2,2,1493,0,40.03498,-74.185409,4.318816206043647,2.7175571210332934,1.422522434391065,2.183901855821117,3700,"garage_1_or_more, single_story"
M9350976648,114900,2,1,982,0,40.03912,-74.195047,3.886537712156906,2.20695958266299,1.0014663831174715,2.183901855821117,3700,"garage_1_or_more, single_story"
M9363118135,569900,5,4,3266,1,40.075189,-74.224756,1.418747640225813,0.7021729314325217,0.5083117569762211,2.183901855821117,3700,"basement, two_or_more_stories"
M9383614437,115000,2,1,982,0,40.037738,-74.194522,3.986052681929485,2.3052437921236,1.099151210595137,2.183901855821117,3700,"garage_1_or_more, single_story"
M9409251365,729900,5,4,3174,1,40.078059,-74.216967,1.0916616977248788,0.5891309802956912,0.0706693411111124,2.183901855821117,3700,"basement, two_or_more_stories"
M9422034895,769000,4,3,3206,1,40.073675,-74.20558,1.435285415092773,0.5170675175400005,0.7195014374741708,2.183901855821117,3700,"basement, garage_1_or_more, two_or_more_stories"
M9422076757,679900,5,4,3100,1,40.079875,-74.233388,1.45428677763816,1.0969799297567735,0.7198009356207536,2.183901855821117,3700,"basement, two_or_more_stories"
M9462691021,699900,5,4,3131,1,40.075286,-74.223481,1.3829766596936954,0.6475053537621929,0.4467413930437955,2.183901855821117,3700,"basement, two_or_more_stories"
M9466346563,169900,2,1,982,0,40.03462,-74.162756,4.912470026328694,3.5689310868353274,2.2662902240925384,2.183901855821117,3700,"garage_1_or_more, single_story"
M9477357123,569900,5,4,3266,1,40.07516,-74.224874,1.4234208448302668,0.7066585298831889,0.5148425280506201,2.183901855821117,3700,"basement, two_or_more_stories"
M9492757602,110000,2,1,982,0,40.050663,-74.183586,3.373737724338615,1.989802680860082,0.7411430796062248,2.183901855821117,3700,"garage_1_or_more, single_story"
M9517612350,569900,5,4,3266,1,40.071876,-74.20539,1.5573452230547535,0.4770491092462436,0.7990847924392626,2.183901855821117,3700,"basement, two_or_more_stories"
M9545391410,150000,2,2,1246,0,40.029554,-74.161599,5.2393679024100575,3.848509940179405,2.531914997236966,2.183901855821117,3700,"garage_1_or_more, single_story"
M9552634753,130000,2,1,841,0,40.047987,-74.181354,3.5942372194240604,2.198940991536545,0.9199927364883392,2.183901855821117,3700,single_story
M9564460219,569900,5,4,3292,1,40.076879,-74.224802,1.3166213388750807,0.771160134327292,0.4599508787573786,2.183901855821117,3700,"basement, two_or_more_stories"
M9580134963,139900,2,1,982,0,40.050244,-74.191128,3.2239238910407253,1.697446732051392,0.379280309859456,2.183901855821117,3700,"garage_1_or_more, single_story"
M9595507905,569900,5,4,3266,1,40.075965,-74.225486,1.3898823124944006,0.7644484708213056,0.5181735073532385,2.183901855821117,3700,"basement, two_or_more_stories"
M9617979818,569900,5,4,3266,1,40.075327,-74.225332,1.4246227548461687,0.7340410621133578,0.5305662386163594,2.183901855821117,3700,"basement, two_or_more_stories"
M9644406641,130000,2,2,1246,0,40.04144,-74.18273,3.963620059704823,2.454249732834429,1.1310090418701624,2.183901855821117,3700,"garage_1_or_more, single_story"
M9646668941,569900,5,4,3292,1,40.075357,-74.225067,1.4160939775825654,0.7227048213233407,0.5169532753540907,2.183901855821117,3700,"basement, two_or_more_stories"
M9651776409,110000,2,1,858,0,40.039809,-74.19551,3.834147884532927,2.15314356890002,0.952129611594374,2.183901855821117,3700,single_story
M9651855554,169000,2,1,982,0,40.038393,-74.197223,3.906894288923087,2.203356713163711,1.0482613980934263,2.183901855821117,3700,"garage_1_or_more, single_story"
M9654408606,599900,5,4,3266,1,40.075472,-74.224659,1.398914195916497,0.7080515168472284,0.4936955693393712,2.183901855821117,3700,"basement, two_or_more_stories"
M9666401649,699900,5,4,3195,1,40.078065,-74.21705,1.092126399996899,0.5908862216843185,0.0708130615691251,2.183901855821117,3700,"basement, two_or_more_stories"
M9691195445,569900,5,4,3170,1,40.076539,-74.224037,1.3178826822956051,0.7239225901096252,0.4297695054394815,2.183901855821117,3700,"basement, two_or_more_stories"
M9713968657,169900,2,1,982,0,40.031242,-74.167672,4.96770021363339,3.5302773162261456,2.2087950791041395,2.183901855821117,3700,"garage_1_or_more, single_story"
M9722338870,569900,5,4,3292,1,40.076769,-74.224895,1.325719735103806,0.7704461598506709,0.467281368587428,2.183901855821117,3700,"basement, two_or_more_stories"
M9746911566,569900,5,4,3292,1,40.075357,-74.225217,1.419871036165627,0.7297105168539946,0.5240769240166117,2.183901855821117,3700,"basement, two_or_more_stories"
M9757383413,569900,5,4,3292,1,40.075716,-74.224962,1.3914685313786728,0.7311007587153666,0.500019679922222,2.183901855821117,3700,"basement, two_or_more_stories"
M9758581547,79900,1,1,814,0,40.046034,-74.183161,3.667667989293002,2.211929846083735,0.901919315237522,2.183901855821117,3700,single_story
M9759953133,128000,2,1,982,0,40.042246,-74.184079,3.8824939610428113,2.363665764477042,1.0404688932785762,2.183901855821117,3700,"garage_1_or_more, single_story"
M9770721702,569900,5,4,3266,1,40.075321,-74.224278,1.3990870493917826,0.6849284063824563,0.4813767510378721,2.183901855821117,3700,"basement, two_or_more_stories"
M9793270378,569900,5,4,3266,1,40.075554,-74.224895,1.399708717892846,0.7219491904202741,0.5021006959517527,2.183901855821117,3700,"basement, two_or_more_stories"
M9793626225,69900,1,1,663,0,40.0284,-74.16922,5.098139921111601,3.616813283629415,2.293767679152215,2.183901855821117,3700,single_story
M9800985395,149700,2,1,982,0,40.039278,-74.198235,3.8352649232509415,2.125818317209886,0.990515706219779,2.183901855821117,3700,"garage_1_or_more, single_story"
M9804136356,89500,2,1,858,0,40.04696,-74.184711,3.573012194850104,2.106454763375705,0.7959376687514311,2.183901855821117,3700,single_story
M9814969598,185000,2,1,986,0,40.050439,-74.182072,3.427499110232315,2.0657567276704865,0.8249340200726264,2.183901855821117,3700,"garage_1_or_more, single_story"
M9841801379,569900,5,4,3292,1,40.076397,-74.225056,1.352448648727672,0.7620341332681316,0.4847608783287025,2.183901855821117,3700,"basement, two_or_more_stories"
M9869736696,74900,2,1,858,0,40.051952,-74.179816,3.401523853580952,2.111205648108597,0.9259877529019772,2.183901855821117,3700,single_story
M9915613346,89900,2,1,858,0,40.040912,-74.184452,3.958556469719072,2.42006482206281,1.0988416855861125,2.183901855821117,3700,single_story
M9926998370,689900,5,4,3090,1,40.076713,-74.225561,1.347003738050675,0.7971585125578942,0.5028586442118924,2.183901855821117,3700,"basement, two_or_more_stories"
M9966297046,569900,5,4,3292,1,40.076879,-74.224903,1.3192914371344646,0.7754772112360073,0.4651600485439677,2.183901855821117,3700,"basement, two_or_more_stories"
M9982519019,199900,2,2,1256,0,40.032069,-74.161318,5.102368169374147,3.7430893797419538,2.433995860889203,2.183901855821117,3700,"garage_1_or_more, single_story"
M9997740289,99000,2,1,858,0,40.043248,-74.186313,3.7704253897598,2.23136697854261,0.9092088667753142,2.183901855821117,3700,single_story
M5054801087,304000,2,2,1727,0,40.053001,-74.23844,3.122276598022326,1.892820304942999,1.3044139740935357,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, single_story"
M5090613658,389762,3,3,2439,1,40.054695,-74.245167,3.202528046478444,2.1592922932437406,1.3727280143425489,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5182961352,288711,2,2,1444,0,40.047187,-74.237893,3.4749291549915524,1.5146560667317082,0.9364082400664516,2.183901855821117,3700,"garage_1_or_more, single_story"
M5635433115,259900,2,3,1624,1,40.042521,-74.242228,3.864670951748617,1.3797534710992994,0.5523165156779324,2.183901855821117,3700,"garage_1_or_more, two_or_more_stories"
M5971977869,500000,3,3,1690,1,40.04779,-74.249423,3.729165863604149,1.9131605176090325,0.9295586223307224,2.183901855821117,3700,two_or_more_stories
M6142084821,284713,2,2,1444,0,40.050781,-74.247253,3.4913827145278877,1.9956509763446155,1.1100238181852904,2.183901855821117,3700,"garage_1_or_more, single_story"
M6342388039,875000,4,4,3579,1,40.055185,-74.253376,3.4413758523934765,2.4405167122566174,1.4805847827325989,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6344460594,362000,3,3,2310,1,40.047959,-74.238914,3.448259193942064,1.5874799779506827,0.9649737177013236,2.183901855821117,3700,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6671849052,997500,5,5,4344,1,40.043215,-74.211004,3.4779804936485554,1.3371769743163802,1.939821924390282,2.183901855821117,3700,"basement, garage_2_or_more"
M6775696822,419995,2,1,980,0,40.053157,-74.253944,3.569515677477797,2.353276932017615,1.3593191392311657,2.183901855821117,3700,single_story
M6836179447,659000,4,4,2550,1,40.046767,-74.244026,3.643887230028583,1.668423498425835,0.8270098664327112,2.183901855821117,3700,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
