property_id,price,beds,baths,size(sqft),cluster,latitude,longitude,dist_P (mi.),dist_S (mi.),dist_F (mi.),crime_rate(%),POPDEN2010 (per sq. mi.),features
M5001559427,410000,4,2,1440,0,39.679167,-74.242958,0.9643725377982332,1.756367954064759,1.2225267247294698,1.625023553796872,485,"garage_1_or_more, single_story"
M5003192128,749000,3,2,1812,1,39.672062,-74.240649,1.4650105666895843,2.256102250054795,1.7202972331538695,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5018130177,484900,4,2,1786,1,39.673382,-74.214566,2.334551108827763,3.034088976595111,2.576884161546023,1.625023553796872,485,two_or_more_stories
M5022367641,339000,3,2,1378,0,39.732124,-74.275864,3.1077900504432905,0.7261366284174012,0.2646677813650855,1.625023553796872,485,"garage_1_or_more, single_story"
M5024752662,395000,3,2,992,0,39.730678,-74.286465,3.325411770823088,0.8375921752061637,0.4614845088328382,1.625023553796872,485,"basement, single_story"
M5027943715,649000,6,4,3074,1,39.668893,-74.237883,1.724687642560964,2.5165312882408304,1.98149301443882,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5041197795,595500,3,3,1452,0,39.673229,-74.24286,1.348699219670407,2.1370382433136537,1.6006501408408869,1.625023553796872,485,"garage_1_or_more, single_story"
M5057563138,899000,3,2,1392,1,39.659018,-74.221203,2.769626820051577,3.5514337961906706,3.030375379800868,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5061218869,275000,3,2,1208,1,39.726876,-74.273498,2.7265411451631327,1.1104924991106062,0.6268056560544788,1.625023553796872,485,"basement, garage_1_or_more, two_or_more_stories"
M5072325526,729000,3,3,1852,1,39.668719,-74.238365,1.7255270602622144,2.5170773395463546,1.981590782622132,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5078364535,369999,3,2,1130,0,39.672237,-74.244096,1.3958892275870858,2.1795102194146727,1.6436032382618118,1.625023553796872,485,"garage_1_or_more, single_story"
M5082067681,399900,3,3,2150,1,39.738164,-74.27039,3.3774076187135047,0.6199345132938163,0.5603123889382469,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5083885793,415000,4,3,3473,1,39.75344,-74.305692,5.213337812885478,1.578940532048514,1.9300509942683484,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5092684287,269000,3,2,1399,0,39.726325,-74.285009,3.038439314415399,1.101963152339439,0.6413405473507702,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, single_story"
M5093869916,284000,3,2,1650,0,39.732577,-74.295375,3.732355689597104,1.02870859008768,0.8725612315855931,1.625023553796872,485,"garage_1_or_more, single_story"
M5118982486,749000,4,2,2065,1,39.672513,-74.244603,1.3707882361770771,2.152925098881552,1.617302121962214,1.625023553796872,485,"basement, garage_1_or_more, two_or_more_stories"
M5139192183,309900,3,2,1386,1,39.724554,-74.282562,2.8597970501513097,1.203057948553718,0.710069918753639,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5141032552,349900,3,2,1284,1,39.743665,-74.285925,4.067987038753242,0.3094525027694977,0.7162454942277036,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5155907961,825000,4,3,1755,1,39.665696,-74.222549,2.359444673807117,3.130033556288736,2.6189331196466523,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5175919772,549900,4,2,1472,1,39.666457,-74.218201,2.481648455487248,3.2357886610283897,2.7380905606993275,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5239127885,1150000,4,3,2308,1,39.667873,-74.221322,2.2925426185682864,3.051898249680386,2.5499587206152814,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5267722419,297000,4,2,2480,1,39.728258,-74.288121,3.248946650397803,1.0265271314585351,0.6376713734405605,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5306679666,415000,3,2,1879,0,39.745987,-74.276651,4.001487720117247,0.3568548520860936,0.8037714814610069,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, single_story"
M5322193671,440000,2,1,1000,0,39.6737,-74.2141,2.344123196795403,3.0390379985347638,2.585165050241142,1.625023553796872,485,"basement, garage_1_or_more, single_story"
M5351910371,859000,4,3,2582,1,39.669562,-74.227796,1.9714104189793007,2.7464625676781766,2.231437196183044,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5355152508,299900,3,2,1178,0,39.688413,-74.251899,0.2504717383433311,0.9880780011512528,0.4571715610087865,1.625023553796872,485,single_story
M5358129595,350000,4,3,2099,1,39.740241,-74.274769,3.594810909574627,0.3441067814257759,0.4715386528385145,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5365969781,364900,3,3,1787,1,39.725053,-74.280874,2.83193023749473,1.164362854347348,0.6606099172330786,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5475554397,154900,2,2,1126,0,39.749969,-74.305994,5.029936024679721,1.488348040210376,1.7905758198581614,1.625023553796872,485,"garage_1_or_more, single_story"
M5520138985,349950,5,2,2590,1,39.732401,-74.282402,3.2992608592073296,0.663847812148654,0.2143989962260502,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5553529270,429900,3,2,1360,0,39.732393,-74.266989,2.9409391493401174,0.9966080080011394,0.7045069923837741,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, single_story"
M5566311488,365000,3,3,1970,1,39.7295,-74.270949,2.8302687831072846,1.009324189580146,0.5876778761123349,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5593075831,282000,3,3,2523,1,39.707007,-74.28141,1.990464736420263,0.3146158342280101,1.7558374355520845,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5646880456,326000,3,3,1730,0,39.739191,-74.270495,3.4463646360091365,0.5883173871904888,0.5902162323672825,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, single_story"
M5668569234,399888,4,3,2368,1,39.734119,-74.275103,3.213825864658647,0.6194079268446957,0.2472275198457374,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5673921009,250000,3,1,960,0,39.729014,-74.289026,3.3206183472337165,1.0002814754082183,0.6421324512430763,1.625023553796872,485,"basement, single_story"
M5686531419,265000,3,3,1872,1,39.734191,-74.278772,3.307304842712278,0.5440841717005314,0.0520812783259954,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5699075520,365000,4,3,2407,1,39.731771,-74.293361,3.618417974178603,0.9843625117472922,0.7761280768069738,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5707549410,779000,4,4,5775,1,39.73055,-74.242599,2.70450617452435,1.1324240100127607,2.0389376217813067,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5712938634,689000,3,2,1814,1,39.648715,-74.218757,3.440950249632305,4.230058912262915,3.7011602164768815,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5749193138,525000,6,6,4208,1,39.73378,-74.28917,3.585353902215668,0.7279357104760925,0.5256846213224208,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5763322188,1350000,3,3,2523,1,39.673415,-74.23717,1.4623347619350882,2.252462830106161,1.7224410866163136,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5765707209,439900,4,1,1192,0,39.675724,-74.237434,1.318342625107085,2.105798702648928,1.579043488237849,1.625023553796872,485,single_story
M5791946620,399000,3,2,1124,0,39.673521,-74.239298,1.4019796179529955,2.193914687367874,1.660360721220687,1.625023553796872,485,"garage_1_or_more, single_story"
M5850412513,259900,3,2,1339,0,39.742572,-74.284167,3.95622184666191,0.1944491984476132,0.6057487827940107,1.625023553796872,485,"garage_1_or_more, single_story"
M5882381616,439900,6,3,3211,1,39.742332,-74.297834,4.341041973933597,0.9359268098859264,1.1306520702454623,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5883984052,250000,3,2,1232,0,39.743824,-74.286598,4.095241889281879,0.347603199224527,0.7440734391780427,1.625023553796872,485,"garage_1_or_more, single_story"
M5894791175,350000,3,2,1592,0,39.74085,-74.283095,3.8238198565020105,0.1504110078853349,0.4733881917055272,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, single_story"
M5902959234,330000,5,2,2080,1,39.731972,-74.294117,3.65580659158189,1.0042392940094451,0.8129947830623605,1.625023553796872,485,two_or_more_stories
M5939668816,522500,4,2,1315,0,39.670335,-74.245443,1.5085133465358422,2.284190755007922,1.7503484402294882,1.625023553796872,485,single_story
M5943879868,160000,4,2,1400,1,39.673193,-74.245596,1.3132906783066585,2.0922104426540438,1.5573119228082484,1.625023553796872,485,two_or_more_stories
M5957553840,385000,4,3,2118,1,39.738026,-74.298381,4.125335179914177,1.00220409889856,1.053048753463106,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5993210529,300000,3,2,1487,0,39.727146,-74.287425,3.16557485700952,1.0839883585929992,0.6674149503558403,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, single_story"
M5997207432,349000,3,2,1564,1,39.681802,-74.2326,1.1934477892180764,1.921441808491006,1.4407269838167749,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6018737700,429900,4,3,2172,1,39.744958,-74.279345,3.9912112025543793,0.2218241480206652,0.7166692737315654,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6046692232,131900,4,2,1260,1,39.724797,-74.273305,2.595113475962142,1.1767069090947515,0.7569469865680946,1.625023553796872,485,two_or_more_stories
M6053811953,259000,3,1,960,0,39.743543,-74.284558,4.025468150342683,0.2383243619662632,0.675640733362709,1.625023553796872,485,single_story
M6063639612,385990,4,3,3794,1,39.710129,-74.291294,2.5647595756936705,0.6647487716845222,1.803576261708111,1.625023553796872,485,"basement, garage_1_or_more, two_or_more_stories"
M6093400979,399900,3,1,1100,0,39.672585,-74.231721,1.67499479805121,2.4536021207804617,1.9353835573199705,1.625023553796872,485,single_story
M6095365924,1175000,5,4,4258,1,39.659623,-74.217876,2.8452762927103663,3.619066920427181,3.105321119225764,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6121598702,359000,3,3,1929,1,39.745934,-74.294211,4.4331175891228485,0.7877979725992914,1.118651838277408,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6132892728,525000,4,2,1568,1,39.666107,-74.222524,2.338719424696428,3.1080274836850923,2.597997335808688,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6164542703,650000,4,4,4435,1,39.722807,-74.244283,2.1624365280088966,0.6754143330576797,1.9796308780597316,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6225508745,839900,4,3,2500,1,39.656548,-74.223462,2.8449777338143227,3.6330886244126015,3.1054455604911664,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6226800458,349900,3,3,1814,1,39.72526,-74.274678,2.659711241428465,1.1961224995552793,0.6964347969853762,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6233849316,379000,4,3,3412,1,39.753986,-74.311035,5.417301393243733,1.8535346898168708,2.1774047009983737,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6236072677,644998,3,5,3356,1,39.732901,-74.267068,2.9756230048468293,0.9705140940470096,0.6936087499141985,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6247373704,475000,4,3,1712,1,39.654511,-74.187148,4.308306352654766,5.018159803142519,4.555414911169688,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6306526127,70000,2,2,1126,0,39.74792,-74.306329,4.929255180674586,1.459152331611885,1.725930785625927,1.625023553796872,485,"garage_1_or_more, single_story"
M6323294578,639900,4,3,1710,1,39.671553,-74.236877,1.5827264819170312,2.3739543908505567,1.842165513784683,1.625023553796872,485,two_or_more_stories
M6330399778,349000,4,3,1808,1,39.730617,-74.274373,2.978487897345257,0.8534517304309517,0.3947140267725114,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6331175362,589900,4,5,3144,1,39.730246,-74.243581,2.6758107662034405,1.0855777738124206,1.9888739720206483,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6337100647,428000,4,2,1909,1,39.700999,-74.259333,0.7982085826463412,0.1797069356961782,0.5381770476626967,1.625023553796872,485,"basement, two_or_more_stories"
M6339691593,399000,3,1,828,0,39.674749,-74.234377,1.4684505122434717,2.249449958319274,1.729033332127592,1.625023553796872,485,single_story
M6356342773,399500,6,5,2784,1,39.736264,-74.295869,3.9444230549250903,0.9157770115846776,0.896216386485959,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6411863128,419900,4,3,2278,1,39.739035,-74.269431,3.4180538139801784,0.646848533761741,0.6345965169050283,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6429986971,899500,4,3,2950,1,39.666797,-74.234205,1.941203300494452,2.732713523755145,2.2002768127799044,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6433005512,250000,3,1,1040,0,39.677742,-74.237682,1.1952804602742668,1.978818642999337,1.4560031666066222,1.625023553796872,485,single_story
M6437241234,259500,3,1,1296,0,39.735104,-74.272994,3.229924111010148,0.6314201129814108,0.3622381884417388,1.625023553796872,485,"basement, single_story"
M6444633709,249000,3,1,1006,0,39.71686,-74.279081,2.3307426580777912,1.0029870747177314,1.2225435669719382,1.625023553796872,485,single_story
M6452645887,370000,3,3,1850,0,39.72197,-74.279917,2.6303982152921224,1.3408278013205088,0.8698104678647256,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, single_story"
M6472644033,275000,3,3,1944,1,39.705803,-74.281706,1.9621412968645136,0.2315858664527183,1.7326774662893225,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6487862202,279000,4,2,1920,1,39.73436,-74.281811,3.398265813757291,0.5256522780541775,0.1219173179648079,1.625023553796872,485,two_or_more_stories
M6524367082,569900,3,3,1300,1,39.669585,-74.23007,1.8948767878935733,2.6763160992896977,2.1555566484201507,1.625023553796872,485,two_or_more_stories
M6562601939,184900,1,1,696,1,39.688939,-74.251496,0.2091650643894926,0.9589857175399104,0.4251784749030929,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6587167532,574900,5,3,3566,1,39.72006,-74.255369,1.9657964852084877,0.2251741194729843,1.6590367140805973,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6606533410,989000,4,3,2864,1,39.677081,-74.23392,1.3590194372645437,2.129691819413833,1.6180043676714932,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6671955958,329900,3,3,1296,1,39.723865,-74.286065,2.9452439644990864,1.2802569173881764,0.8189967994941028,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6676712181,495000,3,2,1779,1,39.669508,-74.223727,2.12028727721075,2.8817824285132048,2.378031949513208,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6679665820,174900,2,2,1112,0,39.7504,-74.306768,5.079177360521593,1.5386944142988104,1.842239192857748,1.625023553796872,485,"garage_1_or_more, single_story"
M6691036121,284900,3,1,1104,0,39.737762,-74.285477,3.702336238442068,0.3881063363845118,0.3893189028610831,1.625023553796872,485,single_story
M6705665892,599999,4,3,2182,1,39.673375,-74.231988,1.6230196163600372,2.400136901283118,1.8832121656042653,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6727444947,269900,2,1,1310,0,39.742429,-74.294594,4.2433767305170615,0.7593956137670944,0.9821045828525612,1.625023553796872,485,"garage_1_or_more, single_story"
M6739593644,385000,4,3,1844,1,39.724454,-74.284208,2.910511484379516,1.2207736289128297,0.7422856536494131,1.625023553796872,485,"basement, garage_1_or_more, two_or_more_stories"
M6821574529,199900,3,2,1265,0,39.723893,-74.276771,2.638947704652178,1.262721321961465,0.7528964531161153,1.625023553796872,485,"garage_1_or_more, single_story"
M6842498330,319000,3,3,1900,1,39.704902,-74.282241,1.9582694102141625,0.1629146795702656,1.7335811938898105,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6865697405,325000,4,2,1672,0,39.738134,-74.293833,3.978247643803359,0.7633307468437535,0.8153234463689578,1.625023553796872,485,"garage_1_or_more, single_story"
M6868929912,669900,4,3,1092,1,39.657884,-74.226143,2.691515601557174,3.481396556225628,2.951530991241636,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6880512436,379900,3,1,1172,0,39.672369,-74.230016,1.7446967920218306,2.51825423776096,2.0044261162442414,1.625023553796872,485,single_story
M6884991534,753000,4,3,2062,1,39.650276,-74.216887,3.4020425464814164,4.188049746112903,3.662740947474595,1.625023553796872,485,two_or_more_stories
M6890730489,1350000,5,4,2860,1,39.655281,-74.222751,2.93990596185077,3.728268357457007,3.2003204885606498,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6890767755,680000,3,3,1694,1,39.657834,-74.22111,2.8396818092419016,3.623060000927064,3.10046871404671,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6909654403,739900,4,3,1978,1,39.667618,-74.219854,2.361181344776456,3.1163913757454096,2.617775647638706,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6915803467,750000,4,4,2072,1,39.664979,-74.232725,2.089735893357232,2.881051941648332,2.348989482447177,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6922654103,275000,2,2,1496,0,39.748104,-74.29974,4.725260668889718,1.1235496327318322,1.442747972463863,1.625023553796872,485,single_story
M6938020970,989500,4,4,2800,1,39.673898,-74.237189,1.4329281526839583,2.222567174643998,1.6932115404527175,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6969398894,1185000,5,4,2600,1,39.672369,-74.238396,1.494980227896638,2.2868471953691007,1.7535531915869569,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6973549231,339000,3,2,1584,1,39.729656,-74.274767,2.928782281486861,0.9065717402852348,0.4296465730462079,1.625023553796872,485,two_or_more_stories
M6974938037,699613,4,3,3350,1,39.729036,-74.24481,2.584380610870741,0.9792447933049698,1.9372806022144855,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6987396418,525000,4,2,1818,1,39.674681,-74.240212,1.308273150530792,2.1002561553697583,1.5664186821817292,1.625023553796872,485,two_or_more_stories
M6990068896,550000,3,4,2032,1,39.729663,-74.242638,2.643741961329842,1.0809485321247778,2.0460683747564183,1.625023553796872,485,"basement, garage_1_or_more, two_or_more_stories"
M6998384796,550000,4,2,1394,1,39.670026,-74.245001,1.5339458384150653,2.311182284584491,1.7768967196037,1.625023553796872,485,two_or_more_stories
M6999929330,399900,5,3,2628,1,39.742002,-74.295807,4.257401201459203,0.8248519865047517,1.0229003106635446,1.625023553796872,485,two_or_more_stories
M9016890404,479900,5,3,2700,1,39.739355,-74.27945,3.641924398134627,0.1901585113863756,0.3300270885370153,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9043875852,479000,3,3,2700,0,39.739722,-74.296705,4.160143049606919,0.8870155432455736,0.9995031602656358,1.625023553796872,485,"basement, garage_1_or_more, single_story"
M9155917503,317990,3,3,1969,1,39.705864,-74.282757,2.0143506592093448,0.2188373452514639,1.7863890061413874,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9165046435,519490,4,3,3230,1,39.71081864,-74.29790247,2.905498261669306,0.9633070810524668,1.9198460975966736,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9169187202,559500,4,3,2301,0,39.692276,-74.2820816,1.7302042566548854,0.7230039019766278,1.5946559292809364,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, single_story"
M9260385232,317990,3,3,1969,1,39.705994,-74.282745,2.0181006254755087,0.2277906242954662,1.7895877798480913,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9289359375,321490,3,3,2224,1,39.706068,-74.283209,2.0427576393576,0.2300921581664721,1.814701235703995,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9320703283,328990,3,3,2224,1,39.705842,-74.283486,2.0486359323504773,0.214185986921911,1.821950753652948,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9365606108,316990,3,3,1969,1,39.705902,-74.282817,2.018483509359604,0.2208981269056451,1.790464313875768,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9398312567,318990,3,3,2224,1,39.705812,-74.283413,2.044144986081532,0.2121010500669053,1.817466234421589,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9443519037,310990,3,3,1969,1,39.706044,-74.282616,2.0136159599268986,0.2324451174609238,1.7846883955546706,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9471906276,536990,5,4,3127,1,39.71110348,-74.29916176,2.9757655592531904,1.0309295860464405,1.940091838262344,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9479243888,311990,3,3,1969,1,39.706075,-74.282681,2.017757299962345,0.2338940474449891,1.788811459653662,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9518894993,528550,5,3,2925,1,39.7111347,-74.29848312,2.9436322881137333,1.0017803215509864,1.9181194429701616,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9519029708,321490,3,3,2224,1,39.705982,-74.283284,2.043510338292005,0.2239790458011971,1.8159245829336488,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9523018066,522490,5,4,3126,1,39.72646,-74.27838,2.8354082856298177,1.0747330208251538,0.5637353031628792,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9531839548,331490,3,3,2224,1,39.706013,-74.283348,2.0476019898966884,0.2260163772043289,1.8199933907079395,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9610666546,526310,5,4,3127,1,39.71039814,-74.29887744,2.9403685921798424,0.9911920071413168,1.9725680763658635,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9634553053,528160,4,3,2244,1,39.71103796,-74.29877151,2.954686904247611,1.010810161416947,1.9322380878884544,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9648395105,485105,4,3,2244,1,39.7110692,-74.29881782,2.9579135127426093,1.014116405099056,1.931799455935595,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9663321656,560490,4,3,3250,1,39.72646,-74.27838,2.8354082856298177,1.0747330208251538,0.5637353031628792,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9780631144,318990,3,3,1969,1,39.706141,-74.282536,2.0130727336485523,0.239871990899868,1.7836231286961544,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9799093635,322490,3,3,2224,1,39.705933,-74.283412,2.0480468794163387,0.2204502250803777,1.8208680954895275,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9844365262,318990,3,3,2224,1,39.705902,-74.283347,2.043907862164346,0.2183603103781572,1.81675135019081,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9907997681,479900,5,3,2552,1,39.74654,-74.294569,4.478873146576619,0.8214106530336137,1.1620095972321431,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9932714569,499885,5,3,2925,1,39.7116042,-74.29927705,2.9969592867684134,1.0558853114364122,1.914873136607164,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9938970482,465000,4,3,2685,1,39.746404,-74.294957,4.482431785404498,0.8374740949414884,1.1704479286477627,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9965232255,311990,3,3,1969,1,39.705964,-74.28268,2.013993149939472,0.2263684922366772,1.78549556450058,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M9970630458,562490,4,3,3230,1,39.71089705,-74.29939914,2.9810586151932013,1.0337935754885852,1.9591208700233829,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9988742291,525065,4,3,3250,1,39.6706433,-74.2172044,2.3290236902607,3.0588344068333244,2.57954599479188,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9991635428,323490,3,3,1969,1,39.706166,-74.282606,2.017249709163708,0.2408134110503937,1.7878152882043927,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
P417000604422,486990,4,3,2244,0,39.71133,-74.29282,2.6782481480636458,0.7817659309007345,1.7588637048342322,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, single_story, two_or_more_stories"
P417000604447,320490,3,3,1969,1,39.70536,-74.28269,1.994647089679737,0.1854236089405928,1.7686956595237238,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M5314458099,350000,1,1,884,0,39.659464,-74.260566,2.3021082968481306,1.6627687139988,3.1273572235291502,1.625023553796872,485,single_story
M5365326110,459500,3,4,4500,0,39.677832,-74.272696,1.5546461442579915,1.7392950337514377,3.45779780922726,1.625023553796872,485,"basement, single_story"
M5392269387,249900,2,2,1200,1,39.686784,-74.263832,0.8123449936329338,2.5231200224664443,4.242422529499855,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5483648107,269000,3,2,1456,0,39.648107,-74.304221,4.212286597891868,0.9585187853388726,0.7948551421379826,1.625023553796872,485,single_story
M5688626962,74900,2,2,920,0,39.667823,-74.282229,2.401573652787504,0.8757648742656542,2.593000990891769,1.625023553796872,485,single_story
M5847516835,47500,2,2,1120,0,39.667725,-74.284428,2.494349199770122,0.8112131532500718,2.5167038984415093,1.625023553796872,485,single_story
M5942341295,529000,3,2,1600,1,39.649072,-74.254046,2.9579212220711844,2.0864796803115904,3.2006491656865848,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5994811742,385000,5,2,2466,1,39.647846,-74.304111,4.221032245169919,0.9658157009825952,0.7817656950894721,1.625023553796872,485,"garage_1_or_more, two_or_more_stories"
M6038289021,380000,4,3,2200,1,39.655299,-74.29046,3.3381024782323987,0.1286128567526669,1.6411839716113272,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6200052958,525000,3,2,1736,1,39.649584,-74.253541,2.9209246243331832,2.1040438446069323,3.236045733602876,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6463010527,570000,6,5,4494,1,39.65424,-74.30496,3.9505822413725857,0.794434514743989,1.1746496924796488,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6512292917,759900,6,3,4000,1,39.681181,-74.276091,1.584060428654109,1.8452492155234328,3.5417385805318755,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6569125405,389000,3,2,1728,1,39.687965,-74.278608,1.5633587078646252,2.230347767045108,3.880170522596467,1.625023553796872,485,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6570919245,499000,4,3,2529,1,39.699169,-74.288347,2.132804616511692,2.9037348816401063,4.404723043459789,1.625023553796872,485,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6574310446,484900,5,3,2714,1,39.6997,-74.288882,2.1700564219403766,2.9391054728701813,4.431882592343921,1.625023553796872,485,"basement, garage_1_or_more, two_or_more_stories"
