property_id,price,beds,baths,size(sqft),line,city,state,zipcode,longitude,latitude,days_ago,features
M5985997384,269000,2,2,1426,25 Woodstock Ln,Manchester,NJ,8759,-74.283449,40.020311,100,"garage_1_or_more, single_story"
M5686173280,269000,3,2,1608,808 1st Ave,Toms River,NJ,8757,-74.265357,39.993157,8,"basement, single_story"
M5970438593,269000,3,1,1214,30 Pine Brook Dr,Toms River,NJ,8753,-74.145653,40.001595,14,"basement, single_story"
M6300371835,269000,3,1,1104,623 Berkeley Ave,Bayville,NJ,8721,-74.174241,39.878147,37,single_story
M5780428815,269000,2,2,1726,11 Woodspring Ln,Whiting,NJ,8759,-74.346692,39.933335,11,"garage_1_or_more, garage_2_or_more, single_story"
M6205861370,269000,2,1,1000,330 Route 35 Apt 12,Point Pleasant Beach,NJ,8742,-74.045856,40.078904,18,single_story
M5483648107,269000,3,2,1456,184 Forge Rd,West Creek,NJ,8092,-74.304221,39.648107,25,single_story
M5598451361,269900,4,1,912,403 Manapaqua Ave,Lakehurst,NJ,8733,-74.319868,40.017512,18,"basement, garage_1_or_more, single_story"
M6963852167,269900,3,2,1092,508 Asbury Ave,Ocean Gate,NJ,8740,-74.138527,39.926577,29,single_story
M6477983579,269900,2,2,1236,5 Sandhurst St,Manchester,NJ,8759,-74.283987,40.02125,19,"garage_1_or_more, single_story"
M6399978258,269900,2,2,2019,6 Springdale Rd,Manchester Township,NJ,8759,-74.318628,39.955159,18,"garage_1_or_more, single_story"
M6180822508,269900,3,2,1215,321 Surf Ave,Beachwood,NJ,8722,-74.197845,39.938994,15,"basement, garage_1_or_more, single_story"
M5070622665,269900,3,2,1584,254 Halliard Ave,Beachwood,NJ,8722,-74.195842,39.939579,15,"garage_1_or_more, single_story"
M6789809242,269900,2,2,1267,27 Sandhurst St,Manchester,NJ,8759,-74.285138,40.020007,15,"garage_1_or_more, single_story"
M6727444947,269900,2,1,1310,217 Stormy Rd,Manahawkin,NJ,8050,-74.294594,39.742429,46,"garage_1_or_more, single_story"
M5270497585,269900,2,2,1376,70 14th St,Toms River,NJ,8753,-74.125758,40.009909,36,single_story
M9362882016,269900,2,3,1755,1218B Thornbury Ln,Manchester,NJ,8759,-74.293221,40.005908,14,"garage_1_or_more, single_story"
M6557135218,269900,2,2,1860,330 Gardenia Dr,Manchester Township,NJ,8759,-74.353384,39.938051,21,"garage_1_or_more, single_story"
M5519126691,269900,2,1,600,26 W Mohawk Dr,Tuckerton,NJ,8087,-74.382967,39.565992,17,single_story
M5940037104,269900,3,3,2310,84 Maple Ave,New Egypt,NJ,8533,-74.540208,40.061571,8,two_or_more_stories
M6800687748,269900,3,1,1316,721 Oak St,Lakehurst,NJ,8733,-74.328316,40.014307,9,single_story
M6225308597,269900,2,2,1232,12 Leighton Ct,Toms River,NJ,8757,-74.250276,39.948378,41,"garage_1_or_more, single_story"
M9771687014,269900,2,2,1000,51 Hiering Ave Apt A3,Seaside Heights,NJ,8751,-74.070867,39.947867,31,single_story
M5792277642,269900,2,2,1232,40 Bimini Dr,Toms River,NJ,8757,-74.264369,39.980338,31,"garage_1_or_more, single_story"
M6800076972,269990,3,1,916,109 Ensign Ave,Beachwood,NJ,8722,-74.193945,39.941821,23,"garage_1_or_more, single_story"
M5511798811,269999,3,2,1688,404 Schooner Dr Unit 4E,Toms River,NJ,8753,-74.146091,40.007513,14,two_or_more_stories
M6433634662,270000,3,2,1032,728 Sunset Rd,Beachwood,NJ,8722,-74.205645,39.934423,12,"basement, garage_1_or_more, single_story"
M5657411675,270000,3,2,1200,6 Hollywood Blvd S,Forked River,NJ,8731,-74.199593,39.826111,15,"garage_1_or_more, single_story"
M5537088293,270000,2,3,1756,7 Lamiss Ct,Brick,NJ,8723,-74.117815,40.04405,9,"garage_1_or_more, two_or_more_stories"
M5095806922,273000,3,2,1114,1 Green Island Rd,Toms River,NJ,8753,-74.11824,40.015383,10,single_story
M5213361558,274900,2,2,1236,698 Jamaica Blvd,Toms River,NJ,8757,-74.248172,39.969719,21,single_story
M5983319311,274900,2,2,1554,84 Sandpiper Rd,Barnegat,NJ,8005,-74.249908,39.752511,22,"garage_1_or_more, single_story"
M5929650239,274900,2,2,1436,14 Cardigan Dr,Toms River,NJ,8757,-74.252897,39.949847,23,"garage_1_or_more, single_story"
M5561961522,274900,4,2,1828,54 Morris Blvd,Bayville,NJ,8721,-74.160633,39.878464,31,"garage_1_or_more, garage_2_or_more, single_story"
M9973428574,274900,2,1,500,6 Boulevard Unit 34,Seaside Heights,NJ,8751,-74.07405,39.9374,8,single_story
M5712467292,274900,3,2,1244,15 Glenwood Dr,Bayville,NJ,8721,-74.147562,39.930948,36,"basement, garage_1_or_more, single_story"
M5276117222,274900,4,3,1612,7 Tanglewood Dr,Barnegat,NJ,8005,-74.242652,39.765927,17,"garage_1_or_more, two_or_more_stories"
M5687307706,274999,3,3,1540,305 Carnation Dr,Brick,NJ,8724,-74.127333,40.094832,50,"garage_1_or_more, two_or_more_stories"
M5872790451,275000,4,1,1296,609 Anthony Ave,Toms River,NJ,8753,-74.133697,39.948246,9,"basement, two_or_more_stories"
M5722835631,275000,3,2,1411,700 Ship Ave,Beachwood,NJ,8722,-74.199694,39.932031,65,"basement, single_story"
M6922654103,275000,2,2,1496,13 Newport Rd,Manahawkin,NJ,8050,-74.29974,39.748104,29,single_story
M6823011605,275000,5,3,3437,"115 Wood St Units 1,2,3",Tuckerton,NJ,8087,-74.338064,39.60442,23,"basement, two_or_more_stories"
M6472644033,275000,3,3,1944,22 Farrah Dr,Manahawkin,NJ,8050,-74.281706,39.705803,60,"garage_1_or_more, two_or_more_stories"
M6998042066,275000,2,2,1498,91 Mansfield Dr,Brick,NJ,8724,-74.129914,40.102839,23,"garage_1_or_more, single_story"
M5061218869,275000,3,2,1208,1018 Windlass Dr,Manahawkin,NJ,8050,-74.273498,39.726876,18,"basement, garage_1_or_more, two_or_more_stories"
M5851579313,275000,5,3,1736,235 Hancock Ave,Seaside Heights,NJ,8751,-74.076217,39.944865,133,two_or_more_stories
M6276134268,276000,3,1,1282,510 Buttonwood Dr,Lanoka Harbor,NJ,8734,-74.172872,39.856271,37,single_story
M5921371758,277777,3,2,2000,10 Millcreek Ter,Barnegat,NJ,8005,-74.256153,39.770802,79,single_story
M5363429399,278000,3,3,1746,2209 Lakeside Dr S,Forked River,NJ,8731,-74.217292,39.853132,30,"basement, two_or_more_stories"
M6957972770,278500,3,2,1144,173 John St,West Creek,NJ,8092,-74.308871,39.632077,17,single_story
M6466075627,279000,4,1,1177,1210 Brandywine Dr,Toms River,NJ,8753,-74.132458,39.97632,10,"garage_1_or_more, single_story"
M6487862202,279000,4,2,1920,251 Outboard Ave,Manahawkin,NJ,8050,-74.281811,39.73436,58,two_or_more_stories
M5095051454,279000,2,1,1080,39 Bonair Dr,Brick,NJ,8723,-74.101869,40.029665,10,single_story
M5221993775,279000,2,2,1620,38 Strawberry Ln,Lakewood,NJ,8701,-74.246208,40.05762,9,"garage_1_or_more, garage_2_or_more, single_story"
M5283573559,279900,2,2,1415,21 Portsmouth Dr,Toms River,NJ,8757,-74.244977,39.949491,17,single_story
M5412090497,279900,4,2,1416,31 N Navajo Dr,Waretown,NJ,8758,-74.198959,39.777683,51,"garage_1_or_more, single_story"
M6938333802,279900,4,2,1700,6 Anita Dr,Jackson,NJ,8527,-74.392843,40.141724,148,"basement, two_or_more_stories"
M6823984037,279900,3,2,1248,1632 3rd Ave,Toms River,NJ,8757,-74.249186,39.997376,31,"basement, single_story"
M5738307111,279900,2,2,1387,1 Whitney Ct,Brick,NJ,8724,-74.128269,40.098283,11,"garage_1_or_more, single_story"
M6072385097,279999,3,2,836,12 May Blvd,Jackson,NJ,8527,-74.269178,40.08604,16,single_story
M5601270794,280000,4,3,1892,661 Huckleberry Ln,Toms River,NJ,8753,-74.145217,39.961786,186,"basement, garage_2_or_more"
M6825593809,281500,4,3,2104,1715 New Hampshire Ave,Toms River,NJ,8755,-74.199069,40.01399,723,"basement, garage_2_or_more"
M5988366750,282000,1,1,704,310 Maryland Ave Apt 24B,Point Pleasant Beach,NJ,8742,-74.044355,40.076996,21,single_story
M5593075831,282000,3,3,2523,114 Bryce Ln Unit 806,Manahawkin,NJ,8050,-74.28141,39.707007,17,"garage_1_or_more, two_or_more_stories"
M5093869916,284000,3,2,1650,42 Atlantis Ave,Manahawkin,NJ,8050,-74.295375,39.732577,232,"garage_1_or_more, single_story"
M6142084821,284713,2,2,1444,2949 Springwater Ct,Toms River,NJ,8755,-74.247253,40.050781,16,"garage_1_or_more, single_story"
M5667239033,284900,2,2,1446,10 Oakengates Dr,Toms River,NJ,8757,-74.23915,39.946755,25,single_story
M5341930099,284900,3,2,1313,1201 2nd Ave,Toms River,NJ,8757,-74.257919,39.995441,21,"garage_1_or_more, single_story"
M6691036121,284900,3,1,1104,185 Yeoman Rd,Manahawkin,NJ,8050,-74.285477,39.737762,20,single_story
M5953749932,284900,3,1,900,49 Cumberland Dr,Brick,NJ,8723,-74.098545,40.028171,71,single_story
M5984816246,284900,4,1,1340,533 Washington St,Toms River,NJ,8753,-74.176552,39.952574,46,basement
M5359032202,284999,3,1,1060,99 Lake Superior Dr,Tuckerton,NJ,8087,-74.376224,39.564542,12,single_story
M6386640383,285000,3,3,1360,77 Joda Dr,Lakewood,NJ,8701,-74.205759,40.108698,29,two_or_more_stories
M6421119265,285000,3,3,1479,522 Princess Ct,Toms River,NJ,8753,-74.158442,39.955207,15,"basement, single_story"
M5063850413,285000,3,2,1804,6 Cobblestone Dr,Barnegat,NJ,8005,-74.24681,39.738944,22,"basement, garage_1_or_more, single_story"
M6276535970,285000,2,2,1728,23 Orlando Blvd,Toms River,NJ,8757,-74.242955,39.955482,21,"garage_1_or_more, single_story"
M5187536077,285000,2,2,1744,35 Quail Rd,Barnegat,NJ,8005,-74.248775,39.755311,49,"garage_1_or_more, garage_2_or_more, single_story"
M6665712767,285000,4,2,2282,210 Birch Rd,Tuckerton,NJ,8087,-74.397104,39.59797,38,two_or_more_stories
M6557414453,285000,3,2,1476,24 Winding River Dr,Toms River,NJ,8755,-74.22666,39.971803,8,"basement, two_or_more_stories"
M5276388050,285000,2,2,1512,87 Golden Seasons Dr,Lakewood,NJ,8701,-74.169416,40.030642,51,"garage_1_or_more, single_story"
M6154075008,285000,2,2,1625,15 Pine Valley Rd,Lakewood,NJ,8701,-74.242128,40.057559,8,"garage_1_or_more, garage_2_or_more, single_story"
M5685369693,285000,2,2,1718,2266 S Chanticleer Ct,Toms River,NJ,8755,-74.199436,40.035391,17,garage_2_or_more
M5240864863,285000,4,2,1500,515 Martin Rd,Toms River,NJ,8753,-74.129065,39.951524,79,"garage_2_or_more, single_story"
M5386027082,285900,3,2,1644,30 Norwood Dr,Toms River,NJ,8755,-74.221889,39.961877,44,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M9695587652,286000,2,2,1444,2470 Woodbine Ln,Toms River,NJ,8755,-74.232692,40.048574,10,"garage_1_or_more, single_story"
M6594464320,287500,3,2,1800,305 Beach Blvd,Forked River,NJ,8731,-74.195782,39.823528,35,single_story
M6691130952,287900,2,2,1440,11 Westgate Ct,Toms River,NJ,8757,-74.240022,39.947736,57,"garage_2_or_more, single_story"
M6596025118,288000,2,2,1404,10 Surrey Ct,Forked River,NJ,8731,-74.219777,39.844869,22,"garage_1_or_more, single_story"
M5182961352,288711,2,2,1444,2368 Crisfield Cir,Toms River,NJ,8755,-74.237893,40.047187,12,"garage_1_or_more, single_story"
M5717034555,289000,2,2,1718,1590 Alpen Ln,Toms River,NJ,8755,-74.194148,40.025502,43,"garage_1_or_more, single_story"
M5717404066,289000,3,2,1420,201 Nautilus Blvd,Forked River,NJ,8731,-74.178403,39.84709,42,single_story
M5947563785,289000,2,1,1035,49 Las Olas Dr,Brick,NJ,8723,-74.093718,40.025079,22,"garage_1_or_more, single_story"
M5176312027,289000,2,2,1384,1 Lakeland Dr,Brick,NJ,8723,-74.156374,40.070836,70,"basement, garage_1_or_more, single_story"
M6005488175,289000,3,1,1254,1253 Neptune Ave,Beachwood,NJ,8722,-74.202,39.921034,28,single_story
M6638318111,289000,2,2,1730,2275 Tomera Pl,Toms River,NJ,8755,-74.194767,40.03594,51,single_story
M5198410731,289000,3,2,1440,117 Salmon St,Brick,NJ,8723,-74.139205,40.062997,58,"basement, two_or_more_stories"
M5893998105,289000,3,1,1204,1228 Ocean Ave,Beachwood,NJ,8722,-74.202535,39.9222,37,"garage_1_or_more, single_story"
M6779175150,289000,3,2,1332,606 Bowsprit Pt,Lanoka Harbor,NJ,8734,-74.155038,39.861805,22,"garage_1_or_more, single_story"
M5917233496,289900,3,2,1108,744 Midstreams Rd,Brick,NJ,8724,-74.094188,40.062964,16,"basement, single_story"
M5321667972,289900,2,2,1326,872 Burntwood Trl Unit 37D,Toms River,NJ,8753,-74.190587,39.984099,43,"garage_1_or_more, two_or_more_stories"
M5614587331,289900,5,3,2244,257 Ocean Gate Tpke,Bayville,NJ,8721,-74.14836,39.92431,220,"garage_1_or_more, single_story"
M5759739216,289900,2,2,1682,1 Pine Hollow Ln,Lakewood,NJ,8701,-74.240583,40.057837,11,"garage_1_or_more, garage_2_or_more, single_story"
M5673964389,289900,2,2,1701,19 Timberlake Pl,Barnegat,NJ,8005,-74.266396,39.770422,13,"garage_1_or_more, single_story"
M6157159858,289900,3,2,1568,2573 Woodland Rd,Manchester,NJ,8759,-74.255452,40.034131,14,"basement, single_story"
M5249028031,289900,2,2,1323,134 Prince Charles Dr,Toms River,NJ,8757,-74.25044,39.946145,15,"garage_1_or_more, single_story"
M5180751749,289900,3,2,1300,1250 Kennebec Rd,Forked River,NJ,8731,-74.205393,39.833402,18,"garage_1_or_more, two_or_more_stories"
M5387700440,289900,3,2,1200,202 Fremont Ave Unit A1,Seaside Heights,NJ,8751,-74.074855,39.945796,17,single_story
M5853205532,289900,4,1,1366,1406 Eisenhower St,Lakewood,NJ,8701,-74.189428,40.039622,8,"basement, single_story"
M6258221945,290000,3,2,1388,25 Davis Rd,Lakewood,NJ,8701,-74.22029,40.088089,93,"basement, two_or_more_stories"
M5989798510,290000,2,2,1714,64 Westgate Pl,Manchester,NJ,8759,-74.288694,40.020979,20,"garage_1_or_more, single_story"
M6732499480,290000,3,2,1328,378 Bertha Rd,Toms River,NJ,8755,-74.215369,39.956542,17,"basement, single_story"
M5038065713,290000,2,2,1498,34 Greenbriar Blvd,Brick,NJ,8724,-74.127466,40.100402,45,"garage_1_or_more, single_story"
M6100873763,290000,3,2,1404,1909 1st Ave,Toms River,NJ,8757,-74.243452,39.997435,66,"basement, single_story"
M9427311340,290000,4,5,4000,318 Bay Ave,Tuckerton,NJ,8087,-74.338061,39.599122,60,"basement, two_or_more_stories"
M6877397688,290000,3,1,1470,22 Moorage Ave,Bayville,NJ,8721,-74.151174,39.910831,10,single_story
M6689891729,292500,2,2,1678,17 Devereux Dr,Manchester,NJ,8759,-74.276118,40.036414,9,"garage_1_or_more, garage_2_or_more, single_story"
M6080167381,294000,2,2,1545,71 Narberth Way,Toms River,NJ,8757,-74.23767,39.946165,8,single_story
M6654621701,294900,3,1,1056,401 Mermaid Ave,Beachwood,NJ,8722,-74.189877,39.933226,9,single_story
M5234409632,295000,4,3,2166,373 Heritage Way,Tuckerton,NJ,8087,-74.331886,39.609031,9,two_or_more_stories
M5145125508,295000,2,2,1416,1 Hastings Dr,Forked River,NJ,8731,-74.219696,39.8402,17,"garage_1_or_more, single_story"
M5890406694,295000,3,1,1072,131 Jaynes Ave,Island Heights,NJ,8732,-74.150719,39.944664,16,"garage_1_or_more, single_story"
M5294721151,295000,3,2,2054,34 Fairway Dr,Toms River,NJ,8753,-74.175191,39.951731,9,two_or_more_stories
M6610525941,295000,3,2,1117,114 Beach Blvd,Forked River,NJ,8731,-74.199609,39.823929,23,"garage_1_or_more, single_story"
M5270324554,295000,3,2,1474,305 Brick Ave,Bayville,NJ,8721,-74.183019,39.893379,51,"basement, single_story"
M5264667651,295000,2,2,1860,33 Morning Glory Ln,Manchester Township,NJ,8759,-74.354723,39.937917,17,"garage_1_or_more, single_story"
M6286918830,295000,3,2,1170,515 Eastern Blvd,Berkeley,NJ,8721,-74.177907,39.885952,38,"basement, two_or_more_stories"
M5137700139,295000,2,2,1400,104 Torrey Pines Dr,Toms River,NJ,8757,-74.271488,39.980562,41,single_story
M6854837089,297000,3,2,1560,239 Davis Ave,Forked River,NJ,8731,-74.197021,39.842108,16,"basement, single_story"
M5267722419,297000,4,2,2480,51 Mermaid Dr,Manahawkin,NJ,8050,-74.288121,39.728258,16,"garage_1_or_more, two_or_more_stories"
M5142136712,298000,2,2,1328,11 Lumsden Ct,Toms River,NJ,8757,-74.2408,39.956176,23,"garage_1_or_more, single_story"
M6275165537,298500,3,2,1400,32 Powderhorn Dr,Barnegat,NJ,8005,-74.248108,39.739235,16,"garage_1_or_more, garage_2_or_more, single_story"
M5779223190,299000,4,2,1547,2212 Longwood Dr,Forked River,NJ,8731,-74.217524,39.852937,15,"basement, two_or_more_stories"
M5167421454,299000,3,3,1660,45 White Swan Way Unit 21,Brick,NJ,8723,-74.134245,40.046851,37,"garage_1_or_more, two_or_more_stories"
M5639251270,299000,3,3,2490,1469 Flintoft Ave,Brick,NJ,8724,-74.149087,40.086891,32,two_or_more_stories
M6390162978,299000,4,1,1692,2164 Lanes Mill Rd,Brick,NJ,8724,-74.120848,40.108547,11,two_or_more_stories
M5158893271,299000,3,1,988,440 Myrtle Ave,Brick,NJ,8723,-74.136752,40.047116,16,single_story
M5467420975,299000,4,3,2736,683 Pine Ave,Tuckerton,NJ,8087,-74.339628,39.61295,23,"basement, garage_1_or_more, two_or_more_stories"
M6314696295,299000,3,2,1400,43 Burlington Dr,Brick,NJ,8723,-74.100946,40.029294,42,"garage_1_or_more, two_or_more_stories"
M5554712333,299000,3,1,1600,18 N Central Ave,Toms River,NJ,8753,-74.193907,39.961379,21,"basement, single_story"
M5507886714,299000,4,2,1464,129 Lake Medford Ln,Tuckerton,NJ,8087,-74.379009,39.575099,18,"garage_1_or_more, two_or_more_stories"
M6249739831,299000,3,2,1320,305 Poe Ave,Toms River,NJ,8753,-74.158731,39.952198,16,"basement, single_story"
M5999879910,299000,3,2,1222,709 Hazelton Ave,Lanoka Harbor,NJ,8734,-74.152272,39.862718,9,single_story
M6089081278,299000,4,3,1792,23 Southwind Dr,Waretown,NJ,8758,-74.185791,39.801068,148,single_story
M6872111517,299000,2,1,600,1401 Boulevard Apt 7,Seaside Park,NJ,8752,-74.075256,39.933186,72,two_or_more_stories
M5875597992,299000,3,2,1288,518 Main St,Bayville,NJ,8721,-74.143501,39.894411,43,two_or_more_stories
M5216333999,299000,6,4,2304,116 Ocean Ave,Lakewood,NJ,8701,-74.210117,40.090109,135,"garage_1_or_more, two_or_more_stories"
M5695481542,299000,4,2,1161,721 Hyson Rd,Jackson,NJ,8527,-74.291756,40.152597,32,"basement, single_story"
M5698764981,299000,4,2,1340,106 Old Lanes Mill Rd,Brick,NJ,8724,-74.146984,40.092919,24,"garage_1_or_more, single_story"
M5528756864,299000,3,1,1358,131 S Binnacle Dr,Tuckerton,NJ,8087,-74.378496,39.558239,21,"garage_1_or_more, single_story"
M6502286751,299000,3,2,1300,2310 6th Ave,Toms River,NJ,8753,-74.13263,39.955644,15,two_or_more_stories
M6427800356,299000,4,2,1370,1307 Marshall St,Lakewood,NJ,8701,-74.185641,40.041825,23,single_story
M5936451350,299000,3,1,1248,608 12th Ave,Toms River,NJ,8757,-74.271805,40.000916,10,single_story
M6484301822,299900,3,2,1282,702 Pine St,Lanoka Harbor,NJ,8734,-74.152777,39.862565,22,"garage_1_or_more, garage_2_or_more, single_story"
M6707623134,299900,2,2,1640,1 Kelowna Ct,Toms River,NJ,8757,-74.224499,39.954274,10,"garage_1_or_more, single_story"
M5275140267,299900,3,2,1052,74 Dahlia Ln,Toms River,NJ,8753,-74.133725,40.010681,17,"basement, garage_1_or_more, single_story"
M6903663697,299900,3,2,1228,64 Larch Dr,Toms River,NJ,8753,-74.14516,40.01151,8,"garage_1_or_more, single_story"
M5355152508,299900,3,2,1178,70 Indian Rd,Manahawkin,NJ,8050,-74.251899,39.688413,52,single_story
M5350598726,299900,3,2,1682,840 Englemere Blvd,Toms River,NJ,8757,-74.268109,40.006305,21,"basement, garage_1_or_more, single_story"
M5798560026,299900,3,2,1248,1000 Surf Ave,Beachwood,NJ,8722,-74.206918,39.929691,19,single_story
M6929518433,299900,2,3,1473,41 White Swan Way Unit 19,Brick,NJ,8723,-74.133832,40.046877,13,"garage_1_or_more, two_or_more_stories"
M5920145315,299900,3,1,748,16 S Los Angeles Dr,Tuckerton,NJ,8087,-74.386012,39.569373,11,single_story
M5400141427,299900,4,2,1284,316 Hayes Ave,Bayville,NJ,8721,-74.182404,39.901454,24,"basement, two_or_more_stories"
M5314762188,299900,2,2,1264,6 Scarborough Pl,Toms River,NJ,8757,-74.27138,39.960197,9,"garage_1_or_more, single_story"
M6930785475,299900,3,3,1916,56 White Swan Way Unit 51,Brick,NJ,8723,-74.134796,40.046531,24,"garage_1_or_more, two_or_more_stories"
M6035718191,299900,3,2,1418,20 Lena Ct,Bayville,NJ,8721,-74.165035,39.888419,51,"garage_1_or_more, garage_2_or_more, single_story"
M6138472990,299900,2,3,1538,105 Atlantic Ave,Waretown,NJ,8758,-74.184669,39.786792,48,"garage_1_or_more, garage_2_or_more, two_or_more_stories"
M5708286322,299900,3,1,1307,42 Highland Dr,Barnegat,NJ,8005,-74.263405,39.764681,42,"garage_1_or_more, single_story"
M5296115918,299900,3,1,1248,1416 Lawrence Ave,Toms River,NJ,8757,-74.25626,40.005701,58,"garage_1_or_more, single_story"
M6647201743,299900,3,1,1125,392 5th Ave,Brick,NJ,8724,-74.104502,40.097711,72,"basement, single_story"
M6051547137,299900,2,2,1545,15 Lambert Way,Toms River,NJ,8757,-74.243591,39.942449,14,"garage_1_or_more, single_story"
M6286842189,299900,4,2,1843,1 W Delaware Dr,Tuckerton,NJ,8087,-74.380718,39.565661,14,"garage_1_or_more, two_or_more_stories"
M6928814356,299900,3,2,1350,412 Conifer Dr,Forked River,NJ,8731,-74.170034,39.844861,29,"garage_1_or_more, garage_2_or_more, single_story"
M6346124080,299999,4,2,1678,501 Chandler Rd,Jackson,NJ,8527,-74.298195,40.16747,30,"garage_1_or_more, two_or_more_stories"
M5524081133,299999,2,3,2000,1 Berkshire Rd Unit 64,Whiting,NJ,8759,-74.330272,39.957927,29,"garage_1_or_more, garage_2_or_more, single_story"
M5272846805,299999,2,3,1922,1 Berkshire Rd,Manchester Township,NJ,8759,-74.330501,39.957942,53,"garage_1_or_more, garage_2_or_more, single_story"
M6623865926,299999,2,2,1356,62 Narberth Way,Toms River,NJ,8757,-74.23778,39.945436,56,single_story
M5164602298,299999,2,1,500,33 E Bonita Way,Lavallette,NJ,8735,-74.063769,39.990093,44,single_story
M5830710201,299999,2,2,1782,3 Swan Lake Ct,Barnegat,NJ,8005,-74.26527,39.768457,27,"garage_1_or_more, garage_2_or_more, single_story"
M5510494503,299999,2,2,1439,22 Cherrywood Cir Unit 122,Brick,NJ,8724,-74.138704,40.099982,9,"garage_1_or_more, two_or_more_stories"
M6010419874,300000,2,2,1364,387 Costa Mesa Dr,Toms River,NJ,8757,-74.281443,39.979212,20,"garage_1_or_more, single_story"
M5854035533,300000,5,2,1928,201 Union Ave,Lakehurst,NJ,8733,-74.314525,40.012387,71,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories"
M6560867070,300000,2,2,1533,11 Manchester Ct,Jackson,NJ,8527,-74.283541,40.11027,11,"garage_1_or_more, single_story"
M6929853827,300000,3,3,1916,59 White Swan Way Unit 28,Brick,NJ,8723,-74.135071,40.046839,14,"garage_1_or_more, two_or_more_stories"
M5421936929,300000,4,3,1988,672 Woodbine Pl,Forked River,NJ,8731,-74.208537,39.850591,23,two_or_more_stories
M5831212329,300000,3,2,1410,56 Burnt Tavern Rd,Brick,NJ,8724,-74.147992,40.098143,15,"garage_1_or_more, single_story"
M5993210529,300000,3,2,1487,1100 Fathom Ave,Manahawkin,NJ,8050,-74.287425,39.727146,24,"garage_1_or_more, garage_2_or_more, single_story"
M6370298304,300000,3,1,1225,25 Carlyle Dr,Bayville,NJ,8721,-74.131257,39.91201,112,single_story
M6293501420,303000,2,2,1690,112 Cardigan Ct,Manchester,NJ,8759,-74.267208,40.021544,21,"garage_1_or_more, single_story"
M5054801087,304000,2,2,1727,2728 Meadow Lake Dr,Toms River,NJ,8755,-74.23844,40.053001,23,"garage_1_or_more, garage_2_or_more, single_story"
M6153545061,304900,4,2,2150,4 Sandstone Ct,Barnegat,NJ,8005,-74.239946,39.766408,25,single_story
M9780815836,305000,3,3,1866,262 Marigold Ct Unit 262,Toms River,NJ,8753,-74.189968,39.978548,8,"basement, garage_1_or_more, two_or_more_stories"
M5352699957,305500,3,1,1064,2313 South St,Toms River,NJ,8753,-74.132532,39.955921,9,"basement, single_story"
M9471470286,308000,3,3,1910,205 Revival Rd,Brick,NJ,8723,-74.14674,40.061806,269,two_or_more_stories
M5326248840,309000,3,2,1844,730 Lake Barnegat Dr N,Lanoka Harbor,NJ,8734,-74.181249,39.86436,51,"garage_1_or_more, single_story"
M6773041278,309000,3,2,1362,133 W Cape May Ave,Ocean Gate,NJ,8740,-74.144439,39.925107,21,"basement, garage_1_or_more, garage_2_or_more, single_story"
M6787398144,309000,3,2,1500,5 Cedar Ct,Lakewood,NJ,8701,-74.218111,40.071635,64,"basement, two_or_more_stories"
M5139192183,309900,3,2,1386,131 Tiller Ave,Manahawkin,NJ,8050,-74.282562,39.724554,16,"garage_1_or_more, two_or_more_stories"
M5243090150,309900,2,2,1440,11 Kelowna Ct,Toms River,NJ,8757,-74.224294,39.955043,14,"garage_1_or_more, single_story"
M6369697278,309990,4,3,2270,6 Raccoon Ln,Barnegat,NJ,8005,-74.297973,39.766276,101,"garage_1_or_more, garage_2_or_more, single_story"
M6255172252,310000,2,2,1820,53 Hatteras Way,Barnegat,NJ,8005,-74.283921,39.761715,58,"garage_1_or_more, garage_2_or_more, single_story"
M6200124677,310000,2,2,1860,33 Westport Dr,Barnegat,NJ,8005,-74.274185,39.762913,8,"garage_1_or_more, garage_2_or_more, single_story"
M9443519037,310990,3,3,1969,5 Farrah Dr,Manahawkin,NJ,8050,-74.282616,39.706044,14,"garage_1_or_more, two_or_more_stories"
M9965232255,311990,3,3,1969,3 Farrah Dr,Manahawkin,NJ,8050,-74.28268,39.705964,14,"garage_1_or_more, two_or_more_stories"
M9479243888,311990,3,3,1969,13 Farrah Dr,Manahawkin,NJ,8050,-74.282681,39.706075,14,"garage_1_or_more, two_or_more_stories"
M6756401287,314900,3,2,1439,794 Rue Ln,Toms River,NJ,8753,-74.166838,39.976831,12,"basement, garage_1_or_more, single_story"
M6376529634,314900,2,3,1500,206 E Spinnakers Cv St Apt 206,Toms River,NJ,8753,-74.193893,39.949882,10,two_or_more_stories
M6262791135,314900,2,2,1400,1742 Edgewood Rd,Forked River,NJ,8731,-74.213712,39.847264,9,"garage_1_or_more, single_story"
M6901624739,314999,3,1,1030,859 Grove Ave,Brick,NJ,8723,-74.129387,40.051275,23,"basement, two_or_more_stories"
M9891237103,315000,3,3,1660,103 Revival Rd,Brick,NJ,8723,-74.14674,40.061806,52,"garage_1_or_more, two_or_more_stories"
M5382088448,315000,3,2,1558,2306 Oak Knoll Dr,Toms River,NJ,8757,-74.248987,40.013522,26,"garage_1_or_more, two_or_more_stories"
M6066587873,315000,3,2,1214,409 Sunrise Blvd,Forked River,NJ,8731,-74.170537,39.843733,51,"garage_1_or_more, single_story"
