property_id,price,beds,baths,size(sqft),line,city,state,zipcode,longitude,latitude,days_ago,features,P_zip,P_latitude,P_longitude,dist_P (mi.),S_zip,S_latitude,S_longitude,dist_S (mi.),F_zip,F_latitude,F_longitude,dist_F (mi.),crime_rate(%),POPDEN2010 (per sq. mi.)
M5001559427,410000,4,2,1440,104 Emily Dr,Manahawkin,NJ,8050,-74.242958,39.679167,58,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,0.9643725377982332,8050.0,39.7022705700001,-74.2564606019999,1.756367954064759,8050.0,39.69497299993543,-74.25307499969995,1.2225267247294698,1.625023553796872,485
M5003192128,749000,3,2,1812,152 Evelyn Dr,Manahawkin,NJ,8050,-74.240649,39.672062,14,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.4650105666895845,8050.0,39.7022705700001,-74.2564606019999,2.256102250054795,8050.0,39.69497299993543,-74.25307499969995,1.7202972331538695,1.625023553796872,485
M5018130177,484900,4,2,1786,1389 E Mallard Dr,Manahawkin,NJ,8050,-74.214566,39.673382,16,two_or_more_stories,8050.0,39.6918431,-74.2503976,2.334551108827763,8050.0,39.7022705700001,-74.2564606019999,3.034088976595111,8050.0,39.69497299993543,-74.25307499969995,2.576884161546023,1.625023553796872,485
M5022367641,339000,3,2,1378,1062 Driftwood Ave,Manahawkin,NJ,8050,-74.275864,39.732124,16,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,3.1077900504432905,8050.0,39.741927263,-74.2807001159999,0.7261366284174012,8050.0,39.73457336419354,-74.27959442182866,0.2646677813650855,1.625023553796872,485
M5024752662,395000,3,2,992,1219 Coast Ave,Manahawkin,NJ,8050,-74.286465,39.730678,29,"basement, single_story",8050.0,39.6918431,-74.2503976,3.325411770823088,8050.0,39.741927263,-74.2807001159999,0.8375921752061637,8050.0,39.73457336419354,-74.27959442182866,0.46148450883283826,1.625023553796872,485
M5027943715,649000,6,4,3074,176 Matilda Dr,Manahawkin,NJ,8050,-74.237883,39.668893,9,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.7246876425609639,8050.0,39.7022705700001,-74.2564606019999,2.5165312882408304,8050.0,39.69497299993543,-74.25307499969995,1.98149301443882,1.625023553796872,485
M5041197795,595500,3,3,1452,105 Alan Dr,Manahawkin,NJ,8050,-74.24286,39.673229,17,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,1.348699219670407,8050.0,39.7022705700001,-74.2564606019999,2.1370382433136537,8050.0,39.69497299993543,-74.25307499969995,1.6006501408408869,1.625023553796872,485
M5057563138,899000,3,2,1392,86 Howard Dr,Manahawkin,NJ,8050,-74.221203,39.659018,22,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.7696268200515766,8050.0,39.7022705700001,-74.2564606019999,3.5514337961906706,8050.0,39.69497299993543,-74.25307499969995,3.030375379800868,1.625023553796872,485
M5061218869,275000,3,2,1208,1018 Windlass Dr,Manahawkin,NJ,8050,-74.273498,39.726876,18,"basement, garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.7265411451631327,8050.0,39.741927263,-74.2807001159999,1.1104924991106062,8050.0,39.73457336419354,-74.27959442182866,0.6268056560544788,1.625023553796872,485
M5072325526,729000,3,3,1852,168 Matilda Dr,Manahawkin,NJ,8050,-74.238365,39.668719,37,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.7255270602622144,8050.0,39.7022705700001,-74.2564606019999,2.5170773395463546,8050.0,39.69497299993543,-74.25307499969995,1.981590782622132,1.625023553796872,485
M5078364535,369999,3,2,1130,100 Evelyn Dr,Manahawkin,NJ,8050,-74.244096,39.672237,11,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,1.3958892275870858,8050.0,39.7022705700001,-74.2564606019999,2.1795102194146727,8050.0,39.69497299993543,-74.25307499969995,1.6436032382618118,1.625023553796872,485
M5082067681,399900,3,3,2150,484 Outrigger Ln,Manahawkin,NJ,8050,-74.27039,39.738164,20,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.3774076187135047,8050.0,39.741927263,-74.2807001159999,0.6199345132938163,8050.0,39.73457336419354,-74.27959442182866,0.5603123889382469,1.625023553796872,485
M5083885793,415000,4,3,3473,76 Honeysuckle Dr,Manahawkin,NJ,8050,-74.305692,39.75344,11,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,5.213337812885478,8050.0,39.741927263,-74.2807001159999,1.578940532048514,8050.0,39.73457336419354,-74.27959442182866,1.9300509942683484,1.625023553796872,485
M5092684287,269000,3,2,1399,1140 Hawser Ave,Manahawkin,NJ,8050,-74.285009,39.726325,63,"garage_1_or_more, garage_2_or_more, single_story",8050.0,39.6918431,-74.2503976,3.038439314415399,8050.0,39.741927263,-74.2807001159999,1.1019631523394393,8050.0,39.73457336419354,-74.27959442182866,0.6413405473507702,1.625023553796872,485
M5093869916,284000,3,2,1650,42 Atlantis Ave,Manahawkin,NJ,8050,-74.295375,39.732577,232,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,3.7323556895971035,8050.0,39.741927263,-74.2807001159999,1.02870859008768,8050.0,39.73457336419354,-74.27959442182866,0.8725612315855931,1.625023553796872,485
M5118982486,749000,4,2,2065,131 Bruce Dr,Manahawkin,NJ,8050,-74.244603,39.672513,19,"basement, garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.3707882361770773,8050.0,39.7022705700001,-74.2564606019999,2.1529250988815516,8050.0,39.69497299993543,-74.25307499969995,1.6173021219622141,1.625023553796872,485
M5139192183,309900,3,2,1386,131 Tiller Ave,Manahawkin,NJ,8050,-74.282562,39.724554,16,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.8597970501513097,8050.0,39.741927263,-74.2807001159999,1.203057948553718,8050.0,39.73457336419354,-74.27959442182866,0.710069918753639,1.625023553796872,485
M5141032552,349900,3,2,1284,136 Mooring Rd,Manahawkin,NJ,8050,-74.285925,39.743665,49,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,4.067987038753242,8050.0,39.741927263,-74.2807001159999,0.3094525027694977,8050.0,39.73457336419354,-74.27959442182866,0.7162454942277036,1.625023553796872,485
M5155907961,825000,4,3,1755,79 Joshua Dr,Manahawkin,NJ,8050,-74.222549,39.665696,37,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.3594446738071175,8050.0,39.7022705700001,-74.2564606019999,3.130033556288736,8050.0,39.69497299993543,-74.25307499969995,2.6189331196466523,1.625023553796872,485
M5175919772,549900,4,2,1472,48 Muriel Dr,Manahawkin,NJ,8050,-74.218201,39.666457,14,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.481648455487248,8050.0,39.7022705700001,-74.2564606019999,3.2357886610283897,8050.0,39.69497299993543,-74.25307499969995,2.7380905606993275,1.625023553796872,485
M5239127885,1150000,4,3,2308,8 Jennie Dr,Manahawkin,NJ,8050,-74.221322,39.667873,8,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.2925426185682864,8050.0,39.7022705700001,-74.2564606019999,3.051898249680386,8050.0,39.69497299993543,-74.25307499969995,2.5499587206152814,1.625023553796872,485
M5267722419,297000,4,2,2480,51 Mermaid Dr,Manahawkin,NJ,8050,-74.288121,39.728258,16,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.248946650397803,8050.0,39.741927263,-74.2807001159999,1.0265271314585351,8050.0,39.73457336419354,-74.27959442182866,0.6376713734405605,1.625023553796872,485
M5306679666,415000,3,2,1879,189 Commodore Rd,Manahawkin,NJ,8050,-74.276651,39.745987,17,"basement, garage_1_or_more, garage_2_or_more, single_story",8050.0,39.6918431,-74.2503976,4.001487720117247,8050.0,39.741927263,-74.2807001159999,0.3568548520860936,8050.0,39.73457336419354,-74.27959442182866,0.8037714814610069,1.625023553796872,485
M5322193671,440000,2,1,1000,9 Teal Bnd,Manahawkin,NJ,8050,-74.2141,39.6737,14,"basement, garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,2.344123196795403,8050.0,39.7022705700001,-74.2564606019999,3.0390379985347633,8050.0,39.69497299993543,-74.25307499969995,2.585165050241142,1.625023553796872,485
M5351910371,859000,4,3,2582,55 Linda Rd,Manahawkin,NJ,8050,-74.227796,39.669562,20,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.9714104189793007,8050.0,39.7022705700001,-74.2564606019999,2.7464625676781766,8050.0,39.69497299993543,-74.25307499969995,2.231437196183044,1.625023553796872,485
M5355152508,299900,3,2,1178,70 Indian Rd,Manahawkin,NJ,8050,-74.251899,39.688413,52,single_story,8050.0,39.6918431,-74.2503976,0.2504717383433311,8050.0,39.7022705700001,-74.2564606019999,0.9880780011512529,8050.0,39.69497299993543,-74.25307499969995,0.4571715610087865,1.625023553796872,485
M5358129595,350000,4,3,2099,228 Navy Ln,Manahawkin,NJ,8050,-74.274769,39.740241,49,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.594810909574627,8050.0,39.741927263,-74.2807001159999,0.3441067814257759,8050.0,39.73457336419354,-74.27959442182866,0.4715386528385145,1.625023553796872,485
M5365969781,364900,3,3,1787,152 Bluejacket Ave,Manahawkin,NJ,8050,-74.280874,39.725053,9,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.83193023749473,8050.0,39.741927263,-74.2807001159999,1.1643628543473479,8050.0,39.73457336419354,-74.27959442182866,0.6606099172330786,1.625023553796872,485
M5475554397,154900,2,2,1126,18 Magnolia Rd,Manahawkin,NJ,8050,-74.305994,39.749969,15,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,5.029936024679721,8050.0,39.741927263,-74.2807001159999,1.488348040210376,8050.0,39.73457336419354,-74.27959442182866,1.7905758198581614,1.625023553796872,485
M5520138985,349950,5,2,2590,1155 Treasure Ave,Manahawkin,NJ,8050,-74.282402,39.732401,38,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.2992608592073296,8050.0,39.741927263,-74.2807001159999,0.663847812148654,8050.0,39.73457336419354,-74.27959442182866,0.21439899622605021,1.625023553796872,485
M5553529270,429900,3,2,1360,387 Golfview Dr,Manahawkin,NJ,8050,-74.266989,39.732393,25,"garage_1_or_more, garage_2_or_more, single_story",8050.0,39.6918431,-74.2503976,2.9409391493401174,8050.0,39.741927263,-74.2807001159999,0.9966080080011394,8050.0,39.73457336419354,-74.27959442182866,0.7045069923837741,1.625023553796872,485
M5566311488,365000,3,3,1970,315 Lighthouse Dr,Manahawkin,NJ,8050,-74.270949,39.7295,61,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.8302687831072846,8050.0,39.741927263,-74.2807001159999,1.0093241895801461,8050.0,39.73457336419354,-74.27959442182866,0.5876778761123349,1.625023553796872,485
M5593075831,282000,3,3,2523,114 Bryce Ln Unit 806,Manahawkin,NJ,8050,-74.28141,39.707007,17,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.990464736420263,8050.0,39.70273812,-74.283434768,0.31461583422801015,8050.0,39.69497299993543,-74.25307499969995,1.7558374355520845,1.625023553796872,485
M5646880456,326000,3,3,1730,504 Outrigger Ln,Manahawkin,NJ,8050,-74.270495,39.739191,8,"garage_1_or_more, garage_2_or_more, single_story",8050.0,39.6918431,-74.2503976,3.4463646360091365,8050.0,39.741927263,-74.2807001159999,0.5883173871904888,8050.0,39.73457336419354,-74.27959442182866,0.5902162323672825,1.625023553796872,485
M5668569234,399888,4,3,2368,1045 Crew Ln,Manahawkin,NJ,8050,-74.275103,39.734119,10,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.213825864658647,8050.0,39.741927263,-74.2807001159999,0.6194079268446957,8050.0,39.73457336419354,-74.27959442182866,0.24722751984573746,1.625023553796872,485
M5673921009,250000,3,1,960,61 Flipper Ave,Manahawkin,NJ,8050,-74.289026,39.729014,13,"basement, single_story",8050.0,39.6918431,-74.2503976,3.3206183472337165,8050.0,39.741927263,-74.2807001159999,1.0002814754082185,8050.0,39.73457336419354,-74.27959442182866,0.6421324512430763,1.625023553796872,485
M5686531419,265000,3,3,1872,1094 Treasure Ave,Manahawkin,NJ,8050,-74.278772,39.734191,47,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.307304842712278,8050.0,39.741927263,-74.2807001159999,0.5440841717005314,8050.0,39.73457336419354,-74.27959442182866,0.05208127832599547,1.625023553796872,485
M5699075520,365000,4,3,2407,8 Admiral Ave,Manahawkin,NJ,8050,-74.293361,39.731771,14,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.618417974178603,8050.0,39.741927263,-74.2807001159999,0.9843625117472922,8050.0,39.73457336419354,-74.27959442182866,0.7761280768069738,1.625023553796872,485
M5707549410,779000,4,4,5775,82 Mary Bell Rd,Manahawkin,NJ,8050,-74.242599,39.73055,25,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.70450617452435,8050.0,39.7169350890001,-74.254180372,1.1324240100127607,8050.0,39.73457336419354,-74.27959442182866,2.0389376217813067,1.625023553796872,485
M5712938634,689000,3,2,1814,1782 Mill Creek Rd,Manahawkin,NJ,8050,-74.218757,39.648715,16,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.4409502496323054,8050.0,39.7022705700001,-74.2564606019999,4.230058912262915,8050.0,39.69497299993543,-74.25307499969995,3.7011602164768824,1.625023553796872,485
M5749193138,525000,6,6,4208,1529 Forecastle Ave,Manahawkin,NJ,8050,-74.28917,39.73378,29,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.585353902215668,8050.0,39.741927263,-74.2807001159999,0.7279357104760925,8050.0,39.73457336419354,-74.27959442182866,0.5256846213224208,1.625023553796872,485
M5763322188,1350000,3,3,2523,141 Lawrence Dr,Manahawkin,NJ,8050,-74.23717,39.673415,59,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.4623347619350882,8050.0,39.7022705700001,-74.2564606019999,2.252462830106161,8050.0,39.69497299993543,-74.25307499969995,1.7224410866163136,1.625023553796872,485
M5765707209,439900,4,1,1192,94 Jeteemale Dr,Manahawkin,NJ,8050,-74.237434,39.675724,50,single_story,8050.0,39.6918431,-74.2503976,1.3183426251070853,8050.0,39.7022705700001,-74.2564606019999,2.105798702648928,8050.0,39.69497299993543,-74.25307499969995,1.579043488237849,1.625023553796872,485
M5791946620,399000,3,2,1124,120 Morton Dr,Manahawkin,NJ,8050,-74.239298,39.673521,9,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,1.4019796179529957,8050.0,39.7022705700001,-74.2564606019999,2.193914687367874,8050.0,39.69497299993543,-74.25307499969995,1.660360721220687,1.625023553796872,485
M5850412513,259900,3,2,1339,108 Equinox Rd,Manahawkin,NJ,8050,-74.284167,39.742572,62,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,3.95622184666191,8050.0,39.741927263,-74.2807001159999,0.19444919844761324,8050.0,39.73457336419354,-74.27959442182866,0.6057487827940107,1.625023553796872,485
M5882381616,439900,6,3,3211,167 Captain Rd,Manahawkin,NJ,8050,-74.297834,39.742332,37,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,4.341041973933597,8050.0,39.741927263,-74.2807001159999,0.9359268098859264,8050.0,39.73457336419354,-74.27959442182866,1.1306520702454623,1.625023553796872,485
M5883984052,250000,3,2,1232,321 Neptune Dr,Manahawkin,NJ,8050,-74.286598,39.743824,29,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,4.095241889281879,8050.0,39.741927263,-74.2807001159999,0.347603199224527,8050.0,39.73457336419354,-74.27959442182866,0.7440734391780427,1.625023553796872,485
M5894791175,350000,3,2,1592,466 Nautilus Dr,Manahawkin,NJ,8050,-74.283095,39.74085,17,"garage_1_or_more, garage_2_or_more, single_story",8050.0,39.6918431,-74.2503976,3.8238198565020105,8050.0,39.741927263,-74.2807001159999,0.15041100788533499,8050.0,39.73457336419354,-74.27959442182866,0.47338819170552726,1.625023553796872,485
M5902959234,330000,5,2,2080,23 Atlantis Ave,Manahawkin,NJ,8050,-74.294117,39.731972,50,two_or_more_stories,8050.0,39.6918431,-74.2503976,3.6558065915818894,8050.0,39.741927263,-74.2807001159999,1.0042392940094453,8050.0,39.73457336419354,-74.27959442182866,0.8129947830623605,1.625023553796872,485
M5939668816,522500,4,2,1315,632 Newell Ave,Manahawkin,NJ,8050,-74.245443,39.670335,9,single_story,8050.0,39.6918431,-74.2503976,1.5085133465358422,8050.0,39.7022705700001,-74.2564606019999,2.284190755007922,8050.0,39.69497299993543,-74.25307499969995,1.7503484402294882,1.625023553796872,485
M5943879868,160000,4,2,1400,234 William Cook Blvd,Manahawkin,NJ,8050,-74.245596,39.673193,59,two_or_more_stories,8050.0,39.6918431,-74.2503976,1.3132906783066585,8050.0,39.7022705700001,-74.2564606019999,2.0922104426540433,8050.0,39.69497299993543,-74.25307499969995,1.5573119228082484,1.625023553796872,485
M5957553840,385000,4,3,2118,325 Leeward Rd,Manahawkin,NJ,8050,-74.298381,39.738026,8,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,4.125335179914177,8050.0,39.741927263,-74.2807001159999,1.0022040988985599,8050.0,39.73457336419354,-74.27959442182866,1.053048753463106,1.625023553796872,485
M5993210529,300000,3,2,1487,1100 Fathom Ave,Manahawkin,NJ,8050,-74.287425,39.727146,24,"garage_1_or_more, garage_2_or_more, single_story",8050.0,39.6918431,-74.2503976,3.1655748570095197,8050.0,39.741927263,-74.2807001159999,1.0839883585929992,8050.0,39.73457336419354,-74.27959442182866,0.6674149503558403,1.625023553796872,485
M5997207432,349000,3,2,1564,823 Delaware Ave,Manahawkin,NJ,8050,-74.2326,39.681802,36,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.1934477892180764,8050.0,39.7022705700001,-74.2564606019999,1.921441808491006,8050.0,39.69497299993543,-74.25307499969995,1.4407269838167749,1.625023553796872,485
M6018737700,429900,4,3,2172,129 Voyager Ln,Manahawkin,NJ,8050,-74.279345,39.744958,20,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.9912112025543793,8050.0,39.741927263,-74.2807001159999,0.2218241480206652,8050.0,39.73457336419354,-74.27959442182866,0.7166692737315654,1.625023553796872,485
M6046692232,131900,4,2,1260,210 Lighthouse Dr,Manahawkin,NJ,8050,-74.273305,39.724797,101,two_or_more_stories,8050.0,39.6918431,-74.2503976,2.595113475962142,8050.0,39.7169350890001,-74.254180372,1.1767069090947515,8050.0,39.73457336419354,-74.27959442182866,0.7569469865680946,1.625023553796872,485
M6053811953,259000,3,1,960,116 Mooring Rd,Manahawkin,NJ,8050,-74.284558,39.743543,10,single_story,8050.0,39.6918431,-74.2503976,4.025468150342683,8050.0,39.741927263,-74.2807001159999,0.2383243619662632,8050.0,39.73457336419354,-74.27959442182866,0.675640733362709,1.625023553796872,485
M6063639612,385990,4,3,3794,15 Bradshaw Dr,Manahawkin,NJ,8050,-74.291294,39.710129,101,"basement, garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.5647595756936705,8050.0,39.7026888550001,-74.283559462,0.6647487716845222,8050.0,39.73457336419354,-74.27959442182866,1.803576261708111,1.625023553796872,485
M6093400979,399900,3,1,1100,20 Beverly Ln,Manahawkin,NJ,8050,-74.231721,39.672585,23,single_story,8050.0,39.6918431,-74.2503976,1.6749947980512099,8050.0,39.7022705700001,-74.2564606019999,2.4536021207804617,8050.0,39.69497299993543,-74.25307499969995,1.9353835573199702,1.625023553796872,485
M6095365924,1175000,5,4,4258,1294 Jennifer Ln,Manahawkin,NJ,8050,-74.217876,39.659623,63,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.8452762927103663,8050.0,39.7022705700001,-74.2564606019999,3.619066920427181,8050.0,39.69497299993543,-74.25307499969995,3.105321119225764,1.625023553796872,485
M6121598702,359000,3,3,1929,276 Schooner Rd,Manahawkin,NJ,8050,-74.294211,39.745934,23,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,4.4331175891228485,8050.0,39.741927263,-74.2807001159999,0.7877979725992914,8050.0,39.73457336419354,-74.27959442182866,1.118651838277408,1.625023553796872,485
M6132892728,525000,4,2,1568,67 Joshua Dr,Manahawkin,NJ,8050,-74.222524,39.666107,28,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.338719424696428,8050.0,39.7022705700001,-74.2564606019999,3.1080274836850923,8050.0,39.69497299993543,-74.25307499969995,2.597997335808688,1.625023553796872,485
M6164542703,650000,4,4,4435,233 Kristine Ave,Manahawkin,NJ,8050,-74.244283,39.722807,10,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.1624365280088966,8050.0,39.7169350890001,-74.254180372,0.6754143330576797,8050.0,39.69497299993543,-74.25307499969995,1.9796308780597314,1.625023553796872,485
M6225508745,839900,4,3,2500,20 Ralph Ln,Manahawkin,NJ,8050,-74.223462,39.656548,52,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.8449777338143227,8050.0,39.7022705700001,-74.2564606019999,3.6330886244126024,8050.0,39.69497299993543,-74.25307499969995,3.1054455604911664,1.625023553796872,485
M6226800458,349900,3,3,1814,201 Inlet Ave,Manahawkin,NJ,8050,-74.274678,39.72526,49,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.659711241428465,8050.0,39.741927263,-74.2807001159999,1.1961224995552793,8050.0,39.73457336419354,-74.27959442182866,0.6964347969853762,1.625023553796872,485
M6233849316,379000,4,3,3412,14 Honeysuckle Dr,Manahawkin,NJ,8050,-74.311035,39.753986,44,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,5.417301393243733,8050.0,39.741927263,-74.2807001159999,1.8535346898168708,8050.0,39.73457336419354,-74.27959442182866,2.1774047009983737,1.625023553796872,485
M6236072677,644998,3,5,3356,399 Golfview Dr,Manahawkin,NJ,8050,-74.267068,39.732901,18,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.9756230048468293,8050.0,39.741927263,-74.2807001159999,0.9705140940470095,8050.0,39.73457336419354,-74.27959442182866,0.6936087499141985,1.625023553796872,485
M6247373704,475000,4,3,1712,1 4th St,Manahawkin,NJ,8050,-74.187148,39.654511,11,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,4.308306352654766,8050.0,39.7022705700001,-74.2564606019999,5.018159803142519,8050.0,39.69497299993543,-74.25307499969995,4.555414911169688,1.625023553796872,485
M6306526127,70000,2,2,1126,15 Sycamore Rd,Manahawkin,NJ,8050,-74.306329,39.74792,24,"garage_1_or_more, single_story",8050.0,39.6918431,-74.2503976,4.929255180674586,8050.0,39.741927263,-74.2807001159999,1.459152331611885,8050.0,39.73457336419354,-74.27959442182866,1.725930785625927,1.625023553796872,485
M6323294578,639900,4,3,1710,104 Albert Dr,Manahawkin,NJ,8050,-74.236877,39.671553,36,two_or_more_stories,8050.0,39.6918431,-74.2503976,1.5827264819170312,8050.0,39.7022705700001,-74.2564606019999,2.3739543908505567,8050.0,39.69497299993543,-74.25307499969995,1.842165513784683,1.625023553796872,485
M6330399778,349000,4,3,1808,1042 Cutlass Ave,Manahawkin,NJ,8050,-74.274373,39.730617,10,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.978487897345257,8050.0,39.741927263,-74.2807001159999,0.8534517304309517,8050.0,39.73457336419354,-74.27959442182866,0.3947140267725114,1.625023553796872,485
M6331175362,589900,4,5,3144,1325 Ridge Ave,Manahawkin,NJ,8050,-74.243581,39.730246,49,"basement, garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,2.6758107662034405,8050.0,39.7169350890001,-74.254180372,1.0855777738124206,8050.0,39.73457336419354,-74.27959442182866,1.9888739720206483,1.625023553796872,485
M6337100647,428000,4,2,1909,41 Cornell Dr,Manahawkin,NJ,8050,-74.259333,39.700999,57,"basement, two_or_more_stories",8050.0,39.6918431,-74.2503976,0.7982085826463412,8050.0,39.7022705700001,-74.2564606019999,0.17970693569617827,8050.0,39.69497299993543,-74.25307499969995,0.5381770476626967,1.625023553796872,485
M6339691593,399000,3,1,828,5 Florence Ln,Manahawkin,NJ,8050,-74.234377,39.674749,8,single_story,8050.0,39.6918431,-74.2503976,1.4684505122434717,8050.0,39.7022705700001,-74.2564606019999,2.249449958319274,8050.0,39.69497299993543,-74.25307499969995,1.7290333321275921,1.625023553796872,485
M6356342773,399500,6,5,2784,1619 Breakers Dr,Manahawkin,NJ,8050,-74.295869,39.736264,17,"garage_1_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.9444230549250907,8050.0,39.741927263,-74.2807001159999,0.9157770115846777,8050.0,39.73457336419354,-74.27959442182866,0.896216386485959,1.625023553796872,485
M6411863128,419900,4,3,2278,500 Pirate Ln,Manahawkin,NJ,8050,-74.269431,39.739035,49,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,3.4180538139801784,8050.0,39.741927263,-74.2807001159999,0.646848533761741,8050.0,39.73457336419354,-74.27959442182866,0.6345965169050283,1.625023553796872,485
M6429986971,899500,4,3,2950,195 Jeremy Ln,Manahawkin,NJ,8050,-74.234205,39.666797,8,"garage_1_or_more, garage_2_or_more, two_or_more_stories",8050.0,39.6918431,-74.2503976,1.9412033004944522,8050.0,39.7022705700001,-74.2564606019999,2.7327135237551454,8050.0,39.69497299993543,-74.25307499969995,2.2002768127799044,1.625023553796872,485
M6433005512,250000,3,1,1040,850 Jane Dr,Manahawkin,NJ,8050,-74.237682,39.677742,32,single_story,8050.0,39.6918431,-74.2503976,1.1952804602742668,8050.0,39.7022705700001,-74.2564606019999,1.978818642999337,8050.0,39.69497299993543,-74.25307499969995,1.4560031666066222,1.625023553796872,485
M6437241234,259500,3,1,1296,1007 Treasure Ave,Manahawkin,NJ,8050,-74.272994,39.735104,101,"basement, single_story",8050.0,39.6918431,-74.2503976,3.229924111010148,8050.0,39.741927263,-74.2807001159999,0.6314201129814108,8050.0,39.73457336419354,-74.27959442182866,0.36223818844173883,1.625023553796872,485
M6444633709,249000,3,1,1006,57 Anchor Ave,Manahawkin,NJ,8050,-74.279081,39.71686,44,single_story,8050.0,39.6918431,-74.2503976,2.3307426580777912,8050.0,39.70273812,-74.283434768,1.0029870747177314,8050.0,39.73457336419354,-74.27959442182866,1.2225435669719382,1.625023553796872,485
M6452645887,370000,3,3,1850,95 Riptide Ave,Manahawkin,NJ,8050,-74.279917,39.72197,9,"garage_1_or_more, garage_2_or_more, single_story",8050.0,39.6918431,-74.2503976,2.6303982152921224,8050.0,39.70273812,-74.283434768,1.3408278013205088,8050.0,39.73457336419354,-74.27959442182866,0.8698104678647256,1.625023553796872,485
